text,label
But it is growing into a human being? Am i right or wrong? You should understand that these cells are different from the other cells within our body. Cells that are developing with it's own genetic uniqueness and has its own DNA and blood type. Then why do the laws protects that very mass of cells by recognizing the homicide of a fetus as a separate offense if it is unworthy of human rights according to you?  Well that case i am referring to has a lot to do with this debate because it is a dispute on whether or not life begins at conception and it is a scientific controversy which resulted in the court ruling that life begins at conception after hearing arguments from both sides. So does a person who has Alzheimer is also not self aware which is why they are described as being in the baby stage? Well let us consider adoption instead of abortion and stop making it seem as if abortion is the only way out. Who is responsible for bringing them into existence? Did they asked to be brought into existence or to be related?,0
"But it sure as hell wouldn't be spinning for you.   So what?  You're avoiding the fundamental question.   Why is it wrong to destroy potential life?   I sit here with an open mind, ready to consider your answer. Or do you not have a logically coherent answer?",1
"Month one  Mommy  I am only 8 inches long  but I have all my organs.  I love the sound of your voice.  Every time I hear it  I wave my arms and legs.  The sound of your heart beat  is my favorite lullaby.  Month Two  Mommy  today I learned how to suck my thumb.  If you could see me  you could definitely tell that I am a baby.  I'm not big enough to survive outside my home though.  It is so nice and warm in here.  Month Three  You know what Mommy  I'm a boy / girl!  I hope that makes you happy.  I always want you to be happy.  I don't like it when you cry.  You sound so sad.  It makes me sad too  and I cry with you even though  you can't hear me.  Month Four  Mommy  my hair is starting to grow.  It is very short and fine, but i will have a lot of it  I spend a lot of my time exercising.  I can turn my head and curl my fingers and toes  and stretch my arms and legs.  I am becoming quite good at it too.  Month Five  You went to the doctor today.  Mommy, he lied to you.  He said that I'm not a baby.  I am a baby Mommy, your baby.  I think and feel.  Mommy, what's abortion?  Month Six  I can hear that doctor again.  I don't like him.  He seems cold and heartless.  Something is intruding my home.  The doctor called it a needle.  Mommy what is it? It burns!  Please make him stop!  I can't get away from it!  Mommy! HELP me!  Month Seven  Mommy  I am okay.  I am in Death's arms.  He is holding me.  He told me about abortion.  Why didn't you want me Mommy?  Every Abortion Is Just . . .  One more heart that was stopped.  Two more eyes that will never see.  Two more hands that will never touch.  Two more legs that will never run.  One more mouth that will never speak.  Did you know that by day 30 you had a heart?  Did you know that by day 42 that that your brain ordered your heart to start beating if it hadn't given the order already?  I bet that you didn't know that if there is brain activity doctors consider a patient alive and has the right to continue living  Life starts at the moment of conception and abortion is therefore immoral, wrong and a waste of time",0
"Not only,let's think about what happens to unwanted children when they come into this world.Yes,some of them end up being loved and cherished,but a mother who loses her job and her partner and her emotional sanity because of the child will ALWAYS ressent that child,deep down,and then the child will go throughtout hearing the old ""Look at all the sacrifices I've done for you!"" thing.Not to mention,what about the children whose parents are alcholics,drug addicts,abusers,violent,severely mentally ill?These are the children that end up in the hospital five years later completely destroyed,emotionally and physically,these are the children that are already living in violence and terror before they were even born.This is a controversial statement but sometimes NOT chosing abortion should even be a crime.",1
"I once saw a fetus move towards the abortion probe, as if it wanted to be aborted as quickly as it could.",1
"Don't want a baby? don't spread your legs. However, understanding there are cases of rape, even in that horrible absolute tragic experience for that woman, it is not the child's fault.",0
I repeat for the benefit of the poster of this link.  PLANTS DO NOT POSSESS CENTRAL NERVOUS SYSTEMS.  You seem to have some difficulty accepting this simple premise...so please shove your link up your unscientific behind.   So you know better than experts in biology who study plants for their career.  How arrogant.  You might notice that I'm not wasting time typing long replies. This is because you are too emotional to argue anything of substance. You are too easy to dispute.,1
So it is OK to carry guns on campus' but not to have an abortion? Wow what a concept. Need I say more?,0
"Somebody flunked biology didn't they? No, I'm sure you didn't which tells me something else motivates your avoidance of the obvious.",0
"So my question to you also is a man who holds a gun to shoot another man also has legal rights but wouldnt the cops kill the one holding the gun to save the life of the other one, even though both have legal rights of personhood?",0
There's enough people in the world as it is.   ``````````````````````````````````````` ````,1
"They are living homo sapien. What if you were a little unicellular embryo, and you had the vote, would you kill yourself?",0
"Why would you ever describe a human as a parasite. Apparently we are nothing but   but a bunch of disease ridden single celled organisms. First of all we cannot be parasites because we are multi-cellular organisms, an unborn baby is still a human, it is okay if it dies by natural causes but on purpose to kill it is just wrong.",0
"Abortion should be legal. The government should never have the right to make decisions pertaining to one's own body and/or a decision to bring a child into the world or not. It takes the moral responsibility to do what is right away from the individual and this would cause us to become more and more conditioned to behave in whatever ways the establishment chooses to mold us. It would contradict the very core of what it means to be free.  If we make abortion illegal, shouldn't we also make adoption? In case you don't know, the business of adoption is in the billions per year. Making abortion illegal would bolster this industry even further, and allow desperate people to become ""baby merchants"", for profit. An example would be a girlfriend of mine who needed money and decided to sell her eggs. What moral ground does that hold? Not to mention the financial burden more children would put on the American people in light of high inflation and low wages, health care costs, education etc. Forcing you to keep a child could very well sink many families into poverty.   To me, the person undertaking an abortion has enough to deal with that they don't need my opinion on their moral character on top of it. They don't need my judgement because they're the ones having to live with that decision. And of course legal abortion would come with regulations to protect it from abuse. I think there's a lot that can be done to provide people the freedom of choice without allowing them to abuse that freedom, just like many other things in this country. If we make abortion illegal, adoption agencies might start to look like dog pounds.  I think we need to believe that the majority of people in this country, and around the world, are good people seeking nothing more than the best chance at living a healthy and happy life. We are not all predisposed to moral corruption, poor decision making and ignorance. If we want to prosper as a nation we have to believe in our fellow man and that he will do what's right, however, that faith will not come without regulations to protect the system from those of us that would abuse it.",1
"At a genetic level, they are humans. I guess that's the closest we've come to scientific evidence in either direction. DNA from a fetus, looks no different that that of an adult. It does not match the mother, it does not match the father, but it does match the same fetus, once they are fully developed.",0
....................... Its Bad To Murder Babies..........................,0
"Hey, if women want an abortion they should be allowed,it's their baby",1
"No, a baby has been born. An unborn, undeveloped foetus, is not a baby.",1
"Any Rand was a novelist, not a doctor or a scientist. He had knowledge of books not medical facts or practicals.",0
I was referring to when as person is at risk of committing suicide. Sorry for the mistake.,0
"By the end of the 1st trimester a baby . . .   has started to develop blood vessels, brain, spinal cord, nervous system, eyes, ears, arms, legs, mouth, nose, thyroid gland, tongue, color of retina, fingers, toes, joints, teeth, facial muscles, eyelids, fingerprints, fingernails, vocal chords, and taste buds   the heart has begun to beat   makes reflex movements, swallows, and practices 'breathing'   every organ is present  I want you to read that and tell me this is not a baby.",0
"If she wasn't planning on taking care of a baby, maybe she should've waited until marriage to actually have sex. The only sure-safe way to avoid pregnancy is to stay abstinent.",0
OK YOU MAKE NO SENSE HOW CAN YOU BE REINCARNATED WHEN YOU WERE JUST ABOUT TO AND YOU GOT ABORTED????,0
"It has nothing to do my with my  approval . I'm using negative circumstance as an example as to why a woman might abort.  Not a few weeks earlier I do believe the youngest was 22 weeks. I'm not arguing that, which leads me to believe you DO NOT read the arguments people make! I think the latest gestation for abortion should be lowered.  Here you go Mr. Science.  Most scientists agree that pain is experienced in the cortical areas of the brain, which do not develop until the second trimester. Painful experiences result in autonomic (they occur automatically during pain) physiologic changes that can be measured. For example, when we fell pain, our bodies produce endorphins and cortisol to help deal with the pain. One study was conducted on fetuses during blood draws. This study showed elevated fetal plasma cortisol and beta-endorphin response to intrauterine needling early in the second trimester but not before.  So the first trimester is an ideal time for abortion which is when most occur anyway. It's extended mostly for medical reasons as some deformities and disabilities cannot be detected until the second trimester which is a time I will agree the woman has a right to an abortion in the second trimester. Answered now?",0
"kmac and princessjess are right abortion is murder. if you feel that you cant take care of the child, adoption is an option. there are families in this world that can not have children. why not give the baby to them so it can be happy and have a good life. there is nothing wrong with adoption",0
Right now you are the one who cannot comprehend this.   As of right now abortion is legal. Other people though do not agree (like me) that abortion SHOULD be legal. Murder is an unlawful killing. I am saying it is people opinions. They MAY BELIEVE abortion is okay and some MAY NOT it is their OPINION.,0
"Let people decide for themselves. It's their body, they should have control. Especially if it's deformed or screwed up. Even better, how would you like to be forced to give birth to the child of your rapist?",1
"If you were not taught how to put a condom on, in any years of high schooling, then one of your teachers are applicable to be the victim of a law-suit. If you performed sexual activity with your spouse and got her pregnant, you could make allot of money from one of teachers.   Learning how to put a condom is the entire essence of reducing teen pregnancy and STD's. If safe-sex is performed by teenagers, then it is a non-contributing factor to pregnancy.    "" But being TAUGHT isn't enough, because as clear as daylight - it doesn't help. Young teenagers are having underage sex; they are catching diseases, getting pregnant at an increased rate. I don't know about you... but to me it's wrong.""   Well... yes, it does help. You make the basis of this argument with the fact that teenagers are still engrossed in having sex, but what you fail to realize is that education has taught them how to enact safe-sexual procedures decreasing there chance of becoming pregnant. No one argues about teen sexual activity as it is irrelevant if they are doing under the influence of protection.    ""they are catching diseases, getting pregnant at an increased rate.""   How about you show me data, telling me, kids who have been taught about sex-ed, are still not performing safe-sex at an un-desirable rate. Also take into account private schools only have optional sexual-education and the majority of private schools are religious schools who only teach of abstinence. Even if the figure shows that only 40% of kids are using condoms due to sex-ed classes, then that is still an incredible result.      ""Sex was literally brought into our lives earlier than it would have been. The message was have sex - but make it safe.""   You do not understand the principles of our society. You think that if kids grew up without sex-ed in their earlier years, they would be having less sex? Sex is cultural and kids are going to do it anyway, so we have to teach them how to have sex-properly with the use of a condom to make sure they do not contribute to the rise of pregnancy.   Also I distinctly remember never being encouraged to have sex in the first place, I don’t know what you are talking about.    ""Not don't have sex (until you're old/mature enough) and make it safe.""   You ignored my question in my previous post asking when you think the appropriate age is. This proves you don’t know much about sex. Why does maturity have anything to do with sex? What does age have anything to do with sex when a 12 year old male can already ejaculate. Especially when this is all under the influence of safe-sex, you have no basis to say that sex is wrong outside these variables of yours.    ""P.S. The rest of your bullshit was ignored. =D""   Funny that, it sounds as if you read all of it and didn't have anything easy to rebut so you ignored it in your next dispute. Also if you read it properly without such a bias opinion you would be less inclined to be falsely prophesizing your point of view in a spurious fashion. Here are some examples of spurious comments:  -""I had no thoughts on sex until we started learning about it. At the age of 11 at that""  -""Why should sex education be taught to pupils who are too young to have sex?""  -""Children are getting pregnant from the age of 10 nowadays” ROFL WTF?!  And now,  -""P.S. The rest of your bullshit was ignored. =D""",1
"There are far, far, far, far, far too many abortion debates. No disrespect though mate ;)   None taken. I thought I would liven things up a bit. It was getting pretty boring around here.",1
Who has control over a pregnant womens life...she does because something is going good in her life and she doesn't want to mess that up by having a baby not saying having a baby is a burden (i love babies) but you can't control all of life but you can some what control what happens to you..,1
"Unprotected sex is the point of creating a child.  While you're at it, ask for a law to be passed that all children must die.  After all, it's practically what you're asking for.  Anything else is just ""messing around.""",0
"Who cares, we can't exist on our own without food, water, etc. It is still a human it it just needs to ""mature"" It is still human.",0
"And that is wrong? Atheism is a religion. Listen when I debate I rarely if ever bring up religion, I don't have too. Science is clear about when human life starts.   Although I think you are unbelievable in what your post says here...again, I think at least you have the guts to spew what you feel and stand by it. The content is well...cold, inhumane, compassionless,empty....I could go on....  I believe in the saying keep your friends close, but your enemy even closer. I want people like you close.  I believe in free speech...so I am going to address and comment on the things you say here in the most honest way possible. Your views mirror Hitler and Margaret Sangers on life so it seems. Not totally, don't know if your a racist....but on the issue of abortion and many societal factors I think your pretty close. They thought killing certain segments of the population for the good of society was right. You feel the same way...only those you want to kill are in the womb. Do you also feel that people who are already born who are handicapped, mentally challenged, poor, those under a certain IQ should be eliminated? Maybe you do I don't know. Your worldview is simply one of the coldest I have seen.   Abortion prevents unwanted children.....Well first off there is no such thing as an unwanted child. There are people that adopt children every day.  Abortion increases happy family rates....Well if you think murder and killing make you happy then, that alone says a lot about a character of someone.   Abortion tears families apart. Abortion can affect a woman mentally for the rest of her life. It can cause shame, anquish and psychological trauma not only for her but for the father, children even grandparents if they know about the abortion. Most women who have had an abortion never tell anyone because of the stigma, because they know what they have done. If you think living with abortion is easy then you have another thing coming. We will never know statistically how many women suffer because most do not get help, most do not come forward and share.   Studies show that what I am saying is true. If you would like a list of many studies would be happy to fork them over.  Where are you getting the information that abortion increases the level of education? LOL Could you site that study would love to read it.  The fact is Guttmaucher says this...which does not make sense with what you are saying.  ""Eighteen percent of U.S. women obtaining abortions are teenagers; those aged 15-17 obtain 6% of all abortions, teens aged 18-19 obtain 11%, and teens under age 15 obtain 0.4%.""  "" Women in their twenties account for more than half of all abortions; women aged 20–24 obtain 33% of all abortions, and women aged 25-29 obtain 24%.""  Now this age group would be out of high school and college, most are not even in school.    ""About 61% of abortions are obtained by women who have one or more children.""  This group is not going to school....most likely because they have multiple children at home. And if they are going for multiple abortion using it as birth control, they are not the sharpest tools in the shed. Abortion is not cheap and they obviously didn't learn by the first abortion.  "" Forty-two percent of women obtaining abortions have incomes below 100% of the federal poverty level ($10,830 for a single woman with no children).""  Not the highest education group. You think by having an abortion these womens educational level will go up? LOL  Most abortion clinics are in poorer neightborhoods because it was set up that way. Sanger was a racist and she though blacks were inferior (Hitler admired her and agrees which history can attest to that)so she targeted them specifically. She talked at KKK meetings encouraging its members to target blacks. The Negro Project, Eugenic plan for Blacks....read them they will tell you all about her racism.    http://www.dianedew.com/sanger.htm   ""The most merciful thing that a large family does to one of its infant members is to kill it.""   Margaret Sanger, Women and the New Race   (Eugenics Publ. Co., 1920, 1923)   On blacks, immigrants and indigents:  ""...human weeds,' 'reckless breeders,' 'spawning... human beings who never should have been born."" Margaret Sanger, Pivot of Civilization, referring to immigrants and poor people""  On the purpose of birth control she said:  ""The purpose in promoting birth control was ""to create a race of thoroughbreds,"" she wrote in the Birth Control Review, Nov. 1921 (p. 2)""  On the rights of the handicapped and mentally ill, and racial minorities:  ""More children from the fit, less from the unfit -- that is the chief aim of birth control."" Birth Control Review, May 1919, p. 12  ""The marriage bed is the most degenerating influence in the social order,"" Sanger said.  ""Criminal' abortions arise from a perverted sex relationship under the stress of economic necessity, and their greatest frequency is among married women."" The Woman Rebel - No Gods, No Masters, May 1914, Vol. 1, No. 3.  ""I cannot refrain from saying that women must come to recognize there is some function of womanhood other than being a child-bearing machine."" What Every Girl Should Know, by Margaret Sanger (Max Maisel, Publisher, 1915)   She was about forced abortion and mass sterilization for blacks. She was an inspiration to Hitler...and obviously her views still guide PP and others like you today.  Your thinking is dangerous to society. You presume to know what is good for society...and that good has all to do with killing. Both Hitler and Sanger believed what you are saying. Look where Hitlers worldview took him.....and the others he mass murdered.  I find what you say about men and abortion commical. I am certainly praying at this point you have no children and won't. I can only imagine how they would be raised.   You say the woman should have the say.....and then you want to be excused from parenting if its your sperm that impregnated the woman and you dont want the baby. Ahhhh you poor thing....not included.   Libertarian worldview.....all about themselves, nothing about anyone else...a cold cold unliveable philiosophy of life. Liberty for your kind is slavery, killing those they think are unworthy to live. Freedom of expression for you people is the gun....pointed at someones head. No absolutes....people just doing what they want to do even if it hurts society, even if it hurts their own family.   Your views are radical and your right you dont care about anything moral...that speak to your conscience and lack of one. For you rape could be good in some circumstances....and well we know your all for killing those that you dont think deserve to live. God only knows who is in that group.  Your worldview is not logical at all in fact I find it hidiously evil and dangerous. It strips away the preciousness of life and living. What a sad world you live in. Which is why those that value life....need to keep you close.",0
"""Would you condone the killing of your own family your own children should they become handicapped or mentally challeneged.""  You are a dumb shit I have answered that question already a while ago. YES.  ""You said killing this segment of the population was warrented. ""  Yes it is.",1
"From Word Net - Murder: ""unlawful premeditated killing of a human being by a human being ""  First, if abortion were legal, it would not be murder because it would not be unlawful.   Second, a fetus is not a human being and cannot be held under the context of murder.   Considering your second premise is incorrect, your logic is not sound.",1
"Look at how I write, then look at how you write.   Feel free to step it up a notch ;)",1
"Abortion... abortion abortion abortion... How do I feel about it?  Hurm-  _  Well... I've never had one. I've never had a uterus anyhow. Whelp, I believe I'm disqualified.",1
"""So Apples mate with other Apples then?....please your association is strained to say the least.""  yes. pollen is plant sperm, that travels to other plants.   http://onlinelibrary.wiley.com/doi/ 10.1111/j.1438-8677.2010.00414.x/full    ""We both know that Apples are not classified as living organisms...as they have the same genome in their cells that contain DNA as the tree or bush they are attached to...they are fruits...not organisms""  Fruits are nothing more than swollen embryonic sacs: they are not only one but many fetuses. If fetuses are alive, apples are alive.   http://appleparermuseum.com/Images/ AppleLongSection560.jpeg    ""Fruit were evolved to be eaten.  I shall cite a reference for you...""  only if we were to defecate into soil, where the seeds take root. However, in most societies, fecal matter finds it way into a barren sewage system, not soil. Therefore, you are aborting said seeds, not allowing them to grow into trees.   http://onlinelibrary.wiley.com/doi/ 10.1111/j.1438-8677.2010.00414.x/full    if apples are not the same as the trees they may become, then a fetus is not the same as the person it may become.",1
"Ad hominem? Nice one! I gave  lawnman  a load of ad hominems a little while ago as well! In my book, it's fully justified to discredit the character of the opposition if they prove themselves to be logically unsound and are showing obvious character weaknesses. By doing that, you're showing everyone that your opposition is incapable of making sound judgements.  Now, I think I've read this story of the boy coming up to his father and asking ""can I kill it?""... why? It's because you've written it already in a different post! Recycling is acceptable when it comes to milk cartons, but i find it tedious here. Now I've already answered this but i'll gladly do it again: Killing a grown kid is murder! Why did society make a law to try and stop murders? Because society benefits from having its productive members alive and contributing! Now at the end of the day, morals and righteousness are all about survival of the species. Don't believe me? Thou shall not kill... thou shall not steal... thou shall honour thy parents... etc... all designed to foster a peaceful productive society with the end goal being survival of the human species.  Now, a kid has made it all the way through the whole process of fetal development, which is not easy to do because miscarriage statistics are quite high. That kid has earned its right to be a part of society. Killing that kid is wrong. A fetus on the other hand, can be created very easily and can also be lost just as easily too. The point here however is that the human species is in no danger whatsoever of being extinct, so society hasn't seen fit to mandate saving every chance of adding to its membership. This is the way it should be. Maybe one day, we'll find ourselves in the position of an endangered species and guess what? I bet there'll be a law in every country that abortion is illegal! That's why societies make law. If it has nothing to do with the survival of society, society should stay out of it.",1
"I said said rarely, didn't I? I don't know what I put, but I meant it's rarely done like this.   It's not hard to look at for me.",0
"attn Jstabtall:  do you live in some kinda warped universe  ""Abstinence is the only practice that provides 100% protection against STDs and pregnancy, nothing else comes close.""  can you show me a culture or a time in human history where society has instituted functional, workable, effective abstinence policy  yes - your proposal works in an ideal world were everyone has exactly the same thoughts and actions but that world does NOT exist",1
"I will ban you because you are over stepping your limits not because i care because you don't go around judging people and calling them names like you do. If you keep out of that then perhaps our debate will be good. I create the rules when i create my debates and if you question whether it is my debate or not then you are pushing me to show you whose court the ball is in.  In an argument the term pro choice refers to the killing of the fetus. Change it all you want but you will never be able to change the true meaning of the word. Pro Choice is another way of saying pro abortion. The question here is to kill or not to kill the fetus so i do not know what is the goal of your question? I want an answer not a meaningless question. Rape and Arson is in no way to compare to this topic because they do not even involve the taking of a human life and also both are morally wrong as in abortion where one side is considered morally wrong.  Are you in your right state of mind, then do me a favor and stop debating about abortion if you are not referring to it. Pro choice refers to the term supporting abortion.  I am not going to go further debating you. You are an immature idiot filled with nonsense. There is no point in even debating you. Maybe you should go back to junior high school and grow up. You have proved to me what stupidity is like so goodbye! And by the way it is not the length of the argument but the quality of the argument.",0
"Give me a few more years and I suspect I'll be 99% pro-life as my opinion continues to evolve the older I get. At this point I believe it should be rare... only in the first trimester and only once... not to be used as a form of birth control. As for rape and incest, I don't know if I will ever believe that abortion shouldn't be allowed in those cases.",1
"OK so their not going to stop so we should just not hold them accountable? This is the problem with the world today, nobody is accountable.",0
"""You all keep telling us that it's murder!""   Murder is not the word that I would use.  I see an abortion as an unnecessary decision, one which could have been prevented but instead has been inconsiderately acted upon.   Instead of hitting the problem on the head, we are circling the issue. By this I refer to the fact that an unwanted pregnancy is the source of the problem, yet we do nothing to stop this issue; instead, we are nailing the leaf and not the stem by aborting the unwanted child. So, while unwanted pregnancies climb, so do the rate of abortion.  Were we to actually decide that we should perhaps try to solve the problem of unwanted pregnancies, we would finally be making a difference. We just need to make certain that education finds a way to influence the minds of all teens and couples, so that an unwanted pregnancy becomes a thing of the past, as will abortion. Then we simply push abortion to the side, as we will have finally killed a major weed in the garden of life.  In another argument, you stated that we should instead outlaw unprotected sex, which is the  biggest amount of BS that I have heard in this debate!  Think about it: suddenly we are no longer able to freely create as we please, pro-creation becomes a thing of the past, and the rate of childbirth drops in the high thousands. And as for 'fining' unprotected sex or using 'jail-time' as a punishment; that is  just plain stupid . The Government  can  have a say in education, but they  cannot  examine each and every couple for a condom each and every time that they have sex. It would be a full time job with prostitutes.  So, hopefully I've cleared up a few things, and hopefully you finally understand where I am coming from.",0
"I doubt that you can suggest that parents who use contraception are ""irresponsible"".   If they are not prepared for the consequences, then yes.   It possess the DNA of a homo sapien, no doubt. But it is not a homo sapien.   Wel...? Don't leave me hangin'.   Didn't I say that I agree it is alive?   You added a ""technically"" in there which expressed hesitance and some doubt. But this is a good start. We are human life. Apparently we are stuck at the human=homo sapien part.   You are committing the genetic fallacy here.   Haha. Get it? ""Genetic"" fallacy...? No...ok. Puns aside, how? For example, the colloquial definition of a ""theory"" and a scientific definition of a ""theory"" are completely different. I don't accept your givens to be true.   In other words, does it possess rationality, autonomy and self-consciousness?   Irrelevant. I have no interest in arguing the difference in morality between two identical organisms whose inly difference is mental and physical development.",0
