text,label
"""I can't prove to you that my religion is true, but I can tell you that I know that it is.""   No, you don't ""know"" that Christianity is right, you have  faith  in Christianity.  Knowledge has a rational foundation.  Faith is unfounded and irrational.  The problem with faith is that when people of two different faiths conflict, how do we decide which one is right? If you have faith in Christianity and another person has faith in Islam, how do we decide who is right? We can't, because neither belief has a rational foundation.",1
"Your first argument compares two things that are not related; this is a fallacy of faulty analogy. The ability to fabricate an aircraft does not evidence an ability to raise and love a child. The argument does not deductively evidence why any person, gay or not gay, can raise and love a child. Moreover, you have asserted that homosexuals are not able to conceive children. Therefore, we can deduce from your claim that homosexuals are biologically deprived of the necessary organs for the conception of a child. Lastly, the argument is ineffective in proving any thing syllogistically. And as for the remainder of your claims and rhetorical questions they don’t deserve refutation. The entirety of the argument fails to prove one thing that has been validly deduced by the author.    Your final statement,” The assumption that there is something existentially negative about being gay.”   A. It is a sentence fragment. The subject is identified but there is no predicate.   B. You affirmed there is something that is existentially negative about being gay; they cannot conceive children.   Your whole of your argument begins with irrationality and ends with irrationality.  I expect that your future reply will also be equally irrational.",0
"a good point, no one else has brought up the parents. and not wanting my opinion to be misconstrued, i would like to say that if gay marriage was accepted, and gay people themselves, i dont think that the parents would be hurt so much. i think they are mostly hurt because they dont think it is good for their kids bc society like to push that opinion.",1
"First, you are making a hasty generalization.   second, your making an anecdotal argument.   3rd; If gays could marry and were accepted, your father wouldn't of used your mother to hide and try to deny who he was, further more there may of been less social stigma and he might of stuck around.   4th. Marriage, in this sense, is strictly a governmental institution; NO one, or at least very few, is even hinted that churches should be forced to marry anyone. There are legitimate legal rights and privileges granted to married couples by government, and there is no secular reason to deny them these rights based on their sexuality. Marriage is not only a religious or cultural thing, but a governmental one.",1
"Hmmmm.   I have put my views out there (made a stand). Maybe it's hard to distinguish when I'm kidding and when I'm being serious.   Here's my position on the subject.   I think that same sex couples should bypass th liberal right and secure civil unions because the rights afforded to married couples are more important than the word ""married.""   Would you rather use the word ""married"" but not have any rights or have the rights but not the word? I know you want both but think about this. Demanding both has resulted in a backlash.   The religious right was able to spend less and out organize the gay community in order to get proposition 8 passed. What does that tell you? It tells me that the religious right is deeply offended at the demands made by the gay community. The religious right feels (right or wrong) that the word belongs to them.   The gay community has not understood this and has made matters worse by claiming that the religious right is hateful (I know because I've seen the bumper stickers). This is really strange because in poll after poll people seem OK with civil unions. It is as though the gay community is so focused on their goal that they fail to hear what the religious right is saying and when they do hear they (truly or intentionally) misunderstand the words and misrepresent them.   The religious right is willing to give the gay community its rights....., but not the word. And all the litigation in the world will never force the majority of the religious right that are currently alive to accept gays as married. If anything, litigation will have an opposite effect.  The gay community will eventually win this battle but (if they continue using the current approach) the damage done to the relationship between the two groups will suffer greatly. The gay community is alienating the religious right.   I know that the gay community feels that they are the ones being alienated by the religious right. But think about this. How would you feel if some homeless guy came into your home and (not negotiated but) demanded a place to sleep? You have the room. You don't need it all at any given point in time. He will have all kinds of reasons why he should be allowed to sleep there. And if you refuse because it is your home and he shouldn't be making demands, he'll say that you're a hateful person.  Don't bother answering because if there's anything I have learned is that you can't change a person's mind with just an argument. Just as you wont change mine. And since you have made it clear that friendship to you means that I have to (not only accept but actually) share your point of view, I accept your request to be enemies. I respect your point of view but I don't share it.  One last thing. This is hokey, I know, but it does seem to make me feel better sometimes. Maybe it will make you feel better.  God give me the strength to change the things I can,  the patience to put it with the things I can't,  and the wisdom to know the difference.",1
It spoils children's lives    Many children from heterosexual families have also been known to become homosexuals.   -  Are you implying that being gay spoils someones life?,1
"That's right, ants are another example. We have red ants and black ants. The red ants are called Solenopsis and the black ants are called Lasius niger. These words are common among scientists that study ants. Your average person doesn't deal much with ants so they don't need to describe them any further than red and black. However, your average person does deal with couples in a relationship and therefore more descriptive words are needed.  Now, the fact that  you  think that is not a good reason means nothing. Who the hell died and left you as the person responsible for determining what is and isn't a good reason?",0
"omg what are you saying that if gay people start getting married there wont be anymore procreation...are you like 5 years old,the laws of attraction wont differ if gay men are getting married or no,that will only make a difference for gay people straight people will not be affected. either way gay people wont make other people gay,so procreation is still gonna happen. your point of view is so silly and has no sens. and by your logic it means that homosexuality is a plague wish is so wrong,how can you explain the existence of a gay person then? a woman and a men no???? if your friend is gay doesn't mean UL be infected or everyone around him will be gay that is so absurd. go read some more psychology people before you get influenced by your instinctive reason that was forged by ignorant individuals.",1
What? there is too a heterosexual relation ship and homosexual relationship. I've seen it with my own eyes. Your logic makes no sense.  Love = Love is not the same for all players.  I love my daughters and I love my wife. It's not the same kind of love. Gay love making and heterosexual love making is different. One leads to procreation. ;),0
"That is a pretty appalling system.   I agree :)   You asked me if it bothered me/others to see them. That is my feelings on the matter. I don't tend to see it unless I happen to be in a gay bar, but that isn't often. While I don't really care, some people do. And unfortunately 51% of voters are allowed to oppress everyone else. My concern is that gay marriage is being voted against, which means that more people don't like seeing it than those that can be bothered to vote for something which will probably never affect them. And while we may disagree with the result, it's hard to argue with democracy.   Wow, I didn't think people could ever be so stupid. They just want people to look at them selves, than to look at gays  Im not saying that its your opinion, but if people really think that, they're crazy.  I really don't know wich side you're on actually :P Its okay to be natural tho",0
YES!  homosexualls have the same equal rights as hetrosexualls.,1
"Andrew, how old are you and what could you know about what can ""screw up a kid?"" I'll need some back-up on your blanket statement which makes little sense to those who are a bit older and more well versed.",1
"Who said homosexuals can't have kids? They simply cannot have them with each other.    I never implied that.    As do I. But it is not right for me to dictate my SUBJECTIVE beliefs onto others out of some perverted sense of duty. That is absurd.   I believe this ""belief"" is truth and the truth must be said.   Who said homosexuals can't have kids? They simply cannot have them with each other   I don't find what you stated as a dispute. If it was intended to be one. if it was intended to be a dispute then you are wrong because when i stated ""growing in numbers"" i didn't meant adoption. I meant producing children into this world.   In one small sense, it is wrong to be homosexuals because you can't produce children. In that sense, it is naturally wrong. In another sense, it is right to be homosexuals because you can stop overpopulation. These are two contradicting statements showed by ReventonRage and RiceD. However, these statements are truthful in their own perspective. I understand that homosexuals can't have kids. They can adopt children and thus, support the advancement of the human race. Homosexuals, like non-homosexuals, can become scientists and mathmaticians that supports the advancment of the human race. Im just providing more senses in which being a homosexual is right.   You know what? I proved that facts can be contradicting. Homosexuals can't produce children and in that sense, it is wrong. However, they stop the world from overpopulation. In that sense, it is right. I know those statements are contradicting but i can't deny that both of them are correct in their own little perspectives.  Edit. If you read my other comments then you will already know that i think i went a little off topic with mine. I thought marriage meant having children so that is why i went into the discussion of children. Therefore, the discussion of children lead me to the purpose of life. If the author of this debate didn't meant marriage as in having children afterwards, then my comment should be dismissed. Ignored but not forgotten. lol.   It is contradicting. Im surprised myself. I said that a lot. However, i can say the same for non-homosexual people as well. They support life and they don't support life. Im just saying this so you don't imply that i don't think this.",1
"1. The foolish ""meat is murder crowd, who probably are agreeing with you.   2. Eating steak isn't morally wrong, so that's not a very good example.   3. I agree that doesn't apply.    ""Obviously I am not accusing you of lynching black people, or using terrorism""   So why use the KKK!? [other than to gain support and try to make me look bad] There are plenty of other  good  people who don't support gay marriage.    ""your problem""   lol   ""Trust me Jake I know. Gays are considered icky. ""Dude, don't be gay"" or ""what are you a faggot?"" are common because being homosexual is socially unacceptable among many people.""   Who are you quoting? You choose to make crap up that idiots have probably said instead of giving an actual quote from a smart person that is against gay marriage. ooo! That way, maybe you can stereotype all of us into being idiots. You're so smooth. Nobody saw through that.    ""make fun of them""   Once again, who are you talking about!?   It's so obvious what you are trying and failing to do.    ""However, unless you can differentiate between these actions and homosexuality then you are merely cherrypicking from the Bible what you want to believe.""   If you read the bible instead of cherrypicking quotes out of the book out of context then we can talk. Or you could just watch the west wing.   There is a lot of symbolism in the bible that you would not understand.   ""So now, Jake, I must ask you for what is probably the twentieth time: what makes homosexuality immoral?""   I believe procreation to be sacred and should only be within the marriage of a man and a woman, anything other is wrong because it distorts from the family which is also eternal and sacred.   I don't make fun of gay people, I don't hate gay people. I would ask you to do the same for me, oh passionate one.    ""I look forward to your response.""   What a cocky thing to say. Or where you trying to be cocky? Is that what's hip now? Is it cool to call yourself a sarcastic dick?   Kids today.",0
"Well, much of that argument is outside the scope of the debate. What would I do? Well, I, personally, wouldn't like it. But that doesn't mean it's  wrong.  That's where I think many people are missing the point. They aren't drawing the line between what they  like  and what is  right.",1
"That is astounding. You managed to use so many words to say so little. You were an English major weren't you?   ""I was speaking in the broad scope of human history, and in that great span, this misapplication of the more traditional term of ""marriage"" to some form of relationship between a couple who are of the same sex IS new and IS unprecedented""   I see you have difficulty reading so I will bold what I wrote earlier.   ""The first country to allow same-sex couples to enter into legally recognized marriage was the Netherlands, effective in 2001. Since then, six other countries and seven U.S. states have followed suit, though voters in California revoked it through passage of Proposition 8.""   Same-sex marriage is not unprecedented.   ""Particularly noteworthy is the use of the law as a weapon to force the new definition of the word ""marriage"" on everybody""   Just like forcing the new definition of the word marriage as being interracial as well. How can you not see that this is exactly the same thing?   ""I assure you words DO have meaning, and pondering that meaning is neither ""vacuous"" or ""pseoudo intellectual"".""   I never said words do not have meaning. And pondering meanings of words is not what I was criticizing you for. I was criticizing you for complaining that the natural progression of society and therefore its means of communication, language, amounts to a destruction of language.   ""Descarte, Aristotle, Newton, poets like Shakespeare, and Thoreau (who has been speculated as being homosexual by the way) all poured over the fine nuance and meaning of the words they used.""   No they were not all on your side. They never wrote anything about gay marriage or the changing of language of being its destruction. Wow you are really intellectually dishonest. They were authors who naturally were quite concerned with the meaning of the language they used to write their works, but that doesn't mean they were concerned with language changing. Please stop misrepresenting the truth.   ""Of course the meaning of words change over time, but the underlying reality does not. Some words are reaplied to have new meaning, but the thing refered to has remaind unchanged in its underlying nature. The same bird is called by different names in different languages; and while some words may change faster than others, changing the word does not change the bird.""   Here's a great example of your meaningless pseudo-intellectualism. ""Underlying reality"" is a meaningless phrase. Try to actually say something concrete next time. If you actually knew anything about language, you would understand what a joke it is to say that saying marriage is also between a man and a woman is a drastic change to language. Why don't you take a look at the archaic words and archaic definitions that are no longer used and then talk to me about drastic change. This change of the terms of marriage is incredibly slight. Yours is one of the worst arguments against gay marriage I have heard. At least Christians saying it goes against their holy book is factually correct, even though this is legally and philosophically incorrect. Merriam-Webster's definition of the word ""marriage"" includes same-sex marriage by the way.   ""This may sound academic, but it is not!""   At least you have one thing right.   ""This may seem outlandish to the  provintial  mind, but begs the question...why do they do it? Because they value their own culture.""   I like when people deliberately use bigger words in a condescending way to sound smart and then spell them incorrectly. It tickles my irony bone.  And your argument if I can call it that about government censorship is lame. The fact that another government does something is not justification for it. I will spare you the holocaust analogies because I am still hoping you are intelligent enough to see now how stupid your point is.   ""The Spanish conquistadors destroyed their conquered Aztec subject's written histories and records for a reason, to bring about the destruction of their civilization.""   Oh my gosh you have uncovered the LGBT movement's secret plot. Their plan must have been to destroy civilization by destroying our language by making civil rights apply to them thereby changing the language. Blast those sexual deviants. Good thing you solved the mystery Nancy Drew.",1
"Keep it out of the church. That would just be a whole mess and wars would break out. However, why shouldn't gays marry in a legal sense? It doesn't hurt anybody and it doesn't affect me in any way. If gays want to miserable for the rest of their lives, then let them. ;)",1
"What a load of pseudo-intellectual crapola.  Marriage is just a word. It means whatever society decides it means. Currently it refers to a special kind of relationship between a man and a woman. We should legally expand that definition to show acceptance of homosexual love. By failing to do so, we are collectively deriding gay love as unworthy, and this is a disgusting thing to do.  (btw, your link is broken.)",1
"Well its a good thing for me that I was right about the fact that the U.S. doesn't vote on things that should not be voted on. But, if there was a vote like that then you would be the minority. If I couldn't adopt allot of people wouldn't be allowed to.",0
"I am an aitheist and this is a DISbelieve in God. I am married but my marriage has nothing to do with religion. The purpose of my marriage is to declare to the state that I chose this person to partnet up with and we will claim all the tax benefits, health insurance benefits and everything else we can claim!",1
"You don't really address any of my questions, Jake. I counter your debate and then you ignore the point and go off on a tangent.   So you say that parents are legally married... ok, so if there is a divorce those people are no longer parents? If there is a death of a parent? You are defining a family in a very narrow sense. Gay sex partners are not what we are talking about here, but gay ""people who actually love each other and their children and who stay together.""",1
"first of all, your enlglish is horrible my friend, i can hardly understand what you are saying. and secondly, some people are born gay and can't help the way they feel. god created people so technically he also created gays. besides, where in the bible does it specifically state that gays shouldn't marry? show me the passages to back up your ridiculous argument",1
"'m not telling gays to stop fighting for equal marriage rights. I'm telling them to take a different tactic.   What you are saying is don't follow the legal process. I guarantee if they had listened to your advice from the start you would be complaining about how they  weren't  following the law (which you actually seem to be doing as well, ironically enough).   If forcing people into something they don't want is wrong, then it's wrong. It isn't wrong for one group of people but OK for another. You can't have your cake and eat it too.   By getting married gays aren't forcing anything on others. You could argue that allowing blacks to go to the same bathrooms and schools as whites was forcing racists to do something they didn't want.   And again, WHAT RIGHTS? A piece of paper that says you're married? Benefits? If you want benefits, fight for benefits.   Actually it's not me, but the supreme court that argued that marriage is a fundamental right.  source  Maybe you should check your sources before making claims that are demonstrably wrong.  So yes, homosexuals  are  fighting for rights. Not benefits, not to force their views on others...  rights .",1
It cannot hurt us in any manner that any other marriage couldn't.,1
"Every child should be raised by heterosexual parents. Gay couples shouldn't adopt, they are not parents.",0
"First of all, the two options for this debate are a bit limiting and ambiguous. If we define ""hurt"" as directly set back or disadvantage, then no, gay marriage doesn't hurt even the most vehement of bigots. However, if we define ""hurt"" as having any influence in which a person may deem negative to themselves, then yes, it is very possible that it does.  I've sided with the ""doesn't hurt anyone"" because in GENERAL and DIRECTLY it does not influence people who oppose it.  John and Jim getting married and having sex behind closed doors, does not affect the daily life of big Pastor Joe in a direct way.  However, the long term social and political effects will have very real consequences for both Pastor Joe and the rest of society.  If we examine the effects of abortion laws, especially the revision those of 1973, we see how it is possible for legislation intending to provide more individual freedoms may affect the social dynamic. The 1.7 million abortions a year are seen with a more liberal attitude after Roe and other similar historic legal moments.  Compare the average attitude on abortion in 1920 to today, and you will find that the social dynamic has changed. As society becomes more liberal on a certain issue because of legislation, it is possible that Pastor Joe is now surrounded with a warped culture he does not enjoy. This culture, the effects of gay marriage, may very possibly ""hurt"" Pastor Joe in the sense that he is not happy with the effects of allowing it, later down the road.  Forced to chose one of the absolutist sides, ""Doesn't hurt anyone"" -- In general, right now, if John and Jim wish to go get a married, this does not influence my life. In an ideal philosophy, the actions of two consenting adults in private are of no business to anyone but themselves, thus ""doesnt hurt anyone.""",1
"""the way you worded your statement shows that you believe""   Hmm, that doesn't make sense.   If I say something does that mean that I believe it? No.",0
"""Ad hominem is when you insult someone instead of addressing the argument in question.""   Well in that case I'm not guilty. If anything I'm the one that tried to tell people how ridiculous it is to do that.    ""How exactly did she falsely accuse the country of anything?""   By saying that this country allows oppression. It does not. Yes it has in the past. But nothing to that degree is going on right now.    ""Your church specifically I might add was primarily responsible for the passage of Proposition 8 due it's significant funding of an intolerant and fear-mongering campaign.""   Intolerant? Fear mongering? How so?    ""I think this is your biggest problem. You accept everything your parents, priest, etc. tell you and don't even look for reasons because ""it's so obvious.""""   Okay maybe it was a lame thing to say, I guess the ad homonym is contagious. But if I wasn't looking for a reason then I would go with the flow, not go to church, and do what is easy. Does that sound familiar to you?    ""Oppression: unjust or cruel exercise of authority or power""   I guess then, that I am being oppressed by you two double teaming me on every freaking debate.",0
http://www.nvbar.org/ nevadalawyerarticles3. asp?Title=++Public+Policy+and+the+Recog nition+of+Same-Sex+Marriage     http://www.pbs.org/newshour/bb/law/ gay_marriage/act.html,0
hahahahahahahahahaha I laughed so hard when I read that just now.,1
"Do you even have a clue about the history of marriage? Seriously.  Marriage has meant plenty of things over the millenia. It's not about a word, it's about a right. There were those who said blacks couldn't marry whites once upon a time. The same rhetoric was used against them. Gays are entitled to the word marriage just like anyone else because no one owns that word and any connotation that you ascribe to that word has a historical context that has changed over time and will change more over time. Separate is not equal.",1
"your qoute does not make since to me ""we try to force being stright on americans and say its a sin"" because it sound to me as if your saying being straight is the sin and did you actually see a sign that said this? i am thinking that you took a qoute and made it different and if thats the case that just makes you crazy for trying to impress upon us a qoute that implies your veiws that does not exist. its like laughing at your own jokes",1
"In China the Confunacists said that the first duty is to raise a family and take care of them and overlooked homosexuality if it was discreet and private.  The Greeks said that those who penetrated were dominant and masculine and those who got penetrated (LOL!!!) were feminine and submissive.  I could go on forever.. but none of the cultures allowed gay marriage.    Not many had open gay relations   So homosexuality isn't immoral since time immemorial, glad to see you agree on that.  In ancient Greece the male form was considered the ideal of beauty and the ancient Romans were fond of rampant homosexuality. If there was no gay marriage then I don't see how it impacts now, do we still have gladiatorial events where people are killed for amusement, NO. Do we still have widespread slavery, NO. Do we still have a view of women as second class citizens, NO. (OK we still have these things in some more devoutly religious  and obviously morally advanced:)  countries.)  But because of some all too conservative people, the rights of two people to be happy are denied based on out-dated texts and bigoted moral judgments. The fact that in the western world that the only real opposition to things like gay marriage comes from the religious communities is telling of their archaic and flawed morality. Gay people can not help being the way they are, it is not a belief system, or a choice it is an ingrained hormonally shaped sexuality, and if you are not this way you should count yourself lucky. Imagine being brought into a world where the very nature of yourself is ridiculed on any given day, where want you feel drawn to without explanation or choice is being chastised by huge groups of people, people that do not want to listen to evidence or reason, they KNOW they are right and that is that, and they WILL make your life hell because they deem themselves superior and in the right. A gay couple can not get married in a religious ceremony, so if they are not put together in the eyes of whichever God it is then it should not matter to the religious if Gay people had a legal ceremony or not.    TBH they are generally in line with me. Good to know that   They are not in line with you mate, as I said before in ancient Greece and Rome homosexuality was rampant and anyway even if ancient civilizations are in line with you then that shows where your morals stand, outdated and archaic.",1
"I don't know anyone who decided to be gay? How do you know. I in point of fact know a very nice and happy gay man, who was once engaged and has told me to my face that he was a happy straight man, did some experimentation, found someone he really liked who was a man and made a choice to live a gay lifestyle. He said he was happy either way, but thinks this is what makes him happiest.  I think society tells way more people that they are gay than that they aren't. And after reading more of the responses on here it just gets back to this absurd point that those of us who are ""opposed"", and I use this term loosely because to tell you the truth, until the prop 8 fiasco in which the gay movement has begun trying to steal the right to vote from me I honestly didn't give a damn, to gay marriage are hated, disposed, called names, attacked, been told ""no intelligent straight man would oppose gay marriage"" as is said on this board, while we on the other side are about as polite as can be.  The only hatred I've seen has been coming from the homosexual community. If you don't believe me, take a look at what they've been doing to the Mormons. I honor democracy and I despise hatred and bigotry, and it saddens me that this seems to make me the enemy of the homosexual community, which wants tolerance only for their way of thinking.",0
"Our country was not founded on YOUR set of morals and religious beliefs. We live in a pluralistic society in which many religious and non-religious practices co-exist. To enforce religious practices of a particular religion, would destroy any sense of  NEUTRALITY  the government may have regarding religion. You cannot ban something because it is against your religious beliefs because not everyone shares your religious beliefs.  the fact that homosexual activities are  already legal  makes it seem like homosexual activities are okay. Marriage isn't even part of that equation. I don't think there is anything wrong with homosexuality and what people do in the privacy of their own homes shouldn't be any of your concern.  Gay marriage is already legal in a lot of places and those places seem to be doing fine.  Nor are we in any danger of running out of people, the United states is one of the most populated Countries (#3 I believe) in the world. We have some 300 million Americans with no shortage in sight. If only China and India had more gays then they wouldn't be so over-populated.",1
"marrige is a institution ceated be GOD it self... is marrige (family) the base of societity... is a relation between a man and a woman not between two person of the same sex... by doing the contrry is going agains God... because you saying with your action GOD make a mistake, and that so wrong... accept your self and try to be what you are a man or woman",0
"First of all the present consequences.. Being gay is legal in most of the nations. Second... When you question their existence you insult them, N no one really likes that. Besides... There are bigger issues today that need attention instead of quarreling over the harmless relationship. If it seems inappropriate to you, you can stay out of it.",1
"No you misunderstand what I said I meant that there is nothing wrong with being different and that its normal to have problems either mental of physically and nobody needs shots of any hormones. (wouldn't work) Also it doesn't matter if they want to have sex they are obviously not going to go right in front of you and do their business. So like I said stop paying attention to those really stupid details... you're obviously one of those ass hole guys who find it ok for two women to make out and two men can't. If a man is born with all his essentials than HE IS A REAL MAN! Pretty sure gay guys have junk in there pants just like you do. They bleed red like you do and they pee, eat, burp and pass gas like you do!",1
What are you talking about? Heterosexuals have the same problems. I love Samantha Fox and I don't have the right to marry her. and have her receive my social security spousal benefits and all that other crap you go on about. ;),1
"Obviously there is a logical reason for it occur, if it occurs naturally through nature. There is no logical reason to paint pictures, there is no logical reason to dance, there is no logical reason to  enjoy  sex. We do these things, because it gives us pleasure. Pleasure is natural and logical. You know what else is pleasurable and natural? Human rights. You know what is logical and rational for a society to do, to uphold human rights. You argument is myopic tunnel vision.",1
"A) I love how it was religion that was women's outlets   Fair enough I think that it was deemed that here is where they could do the least damage. Given that there is nothing they could say or do.   B) Greeks are whites even though a lot of their philosophy was derived/similar to asian philosophy.   What has this got to do with anything?   C) Articles written by women obviously biasedly focusing on some inequalities. They never mention how men died in their millions so that women could live.   And articles written bt men are bias towards women.  Was it only for the sake of women that were wars fought for, not for land, freedom, religion, wealth, to protect everyone.   last I checked everyone was different and all people are too be treated as equals.   Glad to see you agree that homosexual people should be treated as equals.   Last I checked paedophiles (etc. etc.) were not treated as equals either. You want gay rights.. you best give all these sick fucks rights.   The treatment of paedophiles should have no bearing on this debate if you want to debate that I would advise setting up a debate on it. Giving rights to Gay people is not the same, paedophiles are sexual predators that destroy lives, Gay people are not and do not.   Call the gays civil partners then. Not married. Simples.   Why, because you say so, not going to happen, don't you live in England where the rights of same sex couples to get married are law, have fun trying to change that.   I don't have to believe in God or follow religion to have the same arguments I have.   No you do not, but it is you that brought religion into this debate.",1
A child needs a mother and a father figure. If two men adopt a girl how are they going to explain girl stuff.,0
"Not only is marrige defined in the dictionary as a bond between a man and a woman; it is also defined that way in the bible. Now I'm not trying to be a holier-than-thou Jesus freak, but generally what the bible says goes. Just ask the founding fathers.",0
