text,label
"First, you have done drugs yourself, because alcohol IS a drug. It's simply a legal one like tobacco. And as someone who has been around both and tried both and tried both in excess, it's my opinion that alcohol is a far more dangerous drug than marijuana.   Marijuana does inflict harm to the self, but that's where it ends. People don't get high and then get belligerent, angry, and violent. They don't get high and drive overconfidently at 90 mph. I'm not saying driving under the influence of marijuana is by any means safe, but in comparison to alcohol, it is a lot safer. When you're under the influence of alcohol, you become overconfident in your abilities and drive without the normal care and caution you would have. Your vision is also blurred and reaction times slowed. Under marijuana, again your reaction times are slowed, but unlike using alcohol, when you drive under the influence of marijuana you drive with more care and caution than normal. It's the positive effect of paranoia. Furthermore, you can overdose on alcohol and die from it, which is an impossibility with marijuana.   It's interesting that you bring up prohibition and then state that you're afraid it will cause problems because people will become ""addicted"" to it. Prohibition is an excellent example to bring up. What did history teach us about prohibition? That it doesn't work. People will always self medicate, and so long as the substances they are using are absent of any serious effects, they will continue using those substances.   In fact, legalization of marijuana may cut down on the ""gateway"" effect of the drug (though I don't buy the gateway argument in and of itself, but more on that later). Many people try marijuana after being taught by the government's propaganda what a terrible awful drug it is. Once they try it and learn the truth, that it's very similar to alcohol, with a few key differences, they begin to question the government's authority on other drugs as well. ""If they lied to me about marijuana, maybe cocaine's not all that bad either.""   On the other hand, let me say this to the gateway argument. Tobacco and alcohol are the number one and number two gateway drugs. So if we call marijuana a gateway, let us only do so after calling out the top two.   As far as medicinal marijuana goes, you've obviously either done little to no research on the topic or you lack compassion. You state that cancer patients use it to numb the pain of treatment and to make them hungry in order to counteract the effects of nausea from treatment. I ask, what is wrong with that? It seems that if people are going through a very painful and difficult treatment (that may not even succeed) they might be entitled to pain relief and some semblance of a normal life (i.e. being able to eat normally). Nobody claims that marijuana ""cures"" anything, it's pain medication, much like morphine, demerol, vicodin, etc. AND it's natural. No pharmaceutical company has mixed in chemical compounds to create it. I get terrible menstrual cycles, they've always been awful and have gotten worse as I've gotten a bit older. The only thing that successfully treats the pain and discomfort I feel during those first two days is, you guessed it, marijuana.   Prohibition has been tried...for seventy years. And rather than reduce marijuana use, now nearly half of the country admits to having tried the substance. We waste money on criminalization of marijuana and we create crime. If marijuana were available legally, drug dealers would be out of business, and users would no longer have to be jailed at your expense. The government would be able to tax the substance and make a pretty penny off of people's use of it as well.   There's no proof that use of marijuana would increase if prohibition ended. It would make us all safer and save us a ton of money. I'm sick of the hypocrisy of alcohol-users in regards to marijuana. If you want to oppose it, fine, but you sure as hell better oppose it's uglier, scarier brother, Alcohol, first.",1
"Laws aren't really doing anything to stop cannabis consumption, anyway. If you legalized, you could tax it too. Sure, legalize marijuana. But that's not the problem, is it?  But I am personally against recreational drug use. Why is life so boring that one requires external stimulants? Unless restricted live in a cell forever and the like, it's always possible go something with your life. Society didn't spend all those years on people, raising them, feeding them, just to waste resources.",0
"Actually, I've smoked marijuana before and I never wanted to do it again. Sure, that's just me but come on. Are you really telling me that people who don't do it NOW are going to do it if it's legalized? If someone wants to do it, they're going to do it whether or not it's legal (proof is everyone smoking pot today). Anyways, how many people do you know to smoke pot? From the sound of it, everyone must, because you're saying that EVERYONE will be hooked on the stuff if it becomes legalized. I don't think that many people (including the person or people that will, 'cure cancer') want to waste their time smoking it. This is strictly from my point of view, and I'm only pointing out that there is a vast majority of people who do not smoke now. What does that mean? There will be (HOPEFULLY!) a vast majority of people who don't smoke, if and when marijuana becomes legalized. Just because a lot of people drink doesn't mean everyone does. Just because a lot of people smoke cigarettes doesn't mean every person does. And just because a lot of people overeat certainly does not mean that everyone does. Consider athletes, for example. I'm not so sure that if it actually is legalized everything will be perfect, but then again nothing is, really. If one looks at alcohol there is still a giant reoccuring problem with drinking and driving. Despite educational tools used in schools, teens still do it; even adults do. There will always be people who think they are capable of doing something they are clearly not.",1
"""But the American public has come to understand the bad that can come of these drugs.""   Annual deaths in the US from tobacco: 435,000  Annual deaths in the US from alcohol: 85,000  Total recorded deaths due to marijuana: 0  I'm not so sure people understand the harm that comes from them.  I don't see how you can support prohibition of marijuana, but not alcohol and tobacco without realizing what a hypocrite you are. Alcohol and tobacco are far worse no matter what metric you use.   ""Just because pot may not be physically addicting, does not mean it is not mentally addicting, which is just as bad. It means your brain is hooked and can't function without it. ""   No you can still function without it, you are thinking about the addiction that comes from cigarettes which you support. Marijuana can be psychologically addictive. All that means is that if you really like the feeling of being high, you will want to do it again. This does not mean you are not able to not do it. Anything that you enjoy can be psychologically addictive (Sex, gambling, createdebate.com). Even if marijuana were addictive like cigarettes and alcohol, you cannot use this point to argue against legalization unless you support prohibition of alcohol and tobacco. As I said name something bad that it doesn't have in common with those two drugs.   ""They tend to forget that marijuana smoke is 6 times worse than cigarette smoke, when it comes to carbon monoxide and the toxicity of the smoke itself.""   You have one misleading and one incorrect fact there. Marijuana smoke has been shown to not cause cancer. Scientists hypothesized that it would cause cancer because it contains more harmful chemicals, but when they did actual studies on live animals, they found absolutely no link between marijuana and any form of cancer. This is just one study by UCLA I can get more if you desire them.   http://www.washingtonpost.com/wp-dyn/content/article/2006/05/25/AR2006052501729.html   So while it may be true that it contains more harmful chemicals, for whatever reason it still doesn't cause cancer.   In reference to the toxicity of the smoke, you couldn't be more wrong. Scientists have not been able to induce death in an animal due to marijuana. It's LD50, or quantity that would be lethal to half the population, is so high, that we cannot even find it. It is physically impossible to overdose on marijuana and consequently there has never been a recorded death due to it.   http://www.druglibrary.org/schaffer/library/mj_overdose.htm   I have absolutely no idea what you are talking about when you say smoke causes ""little nicks"" in arteries. Please cite an article or study because what you are saying makes no sense.  The study you cited by the British Lung Foundation doesn't appear to have been published in a peer reviewed medical journal like the studies that show marijuana is not harmful. Here is why the study is misleading.  They start out with a very bold statement  ""Smoking pure cannabis is more harmful to lungs than tobacco, a health charity is warning.""  So you continue on reading to see how exactly they proved that.  First ""evidence"":  ""A study by the British Lung Foundation found that just three cannabis joints a day cause the same damage as 20 cigarettes. ""  First of all it is very uncommon to smoke three joints a day. Secondly they were most likely comparing unfiltered joints and filtered joints which is really intellectually dishonest. They also don't talk about what type of damage they are referring to. Marijuana smoke does temporarily paralyze the cilia or small hairs in your air passageways which can temporarily increase the risk of colds and other upper respiratory tract infections(OH NO). The smoke does not cause permanent damage to the lungs. Furthermore there are other ways to ingest marijuana, including water filtering which removes a significant amount of tar and dangerous chemicals, vaporizing which releases only the THC and no harmful chemicals, and eating which also releases no tar or dangerous chemicals.  Second ""evidence"":  ""Evidence shows that tar from cannabis cigarettes contains 50% more cancer causing carcinogens than tobacco. ""  As I said earlier this is a really dishonest thing to say. While it may contain more carcinogens, it doesn't cause cancer. Numerous studies have failed to find any link. Yet there are an immeasurable number of studies that show the direct link between tobacco smoke and cancer. Think about it, if marijuana smoke was so much worse than tobacco smoke, or even bad all, why are there no studies showing it actually causes cancer, but so many showing tobacco causes cancer. There is even research marijuana may kill cancerous cells and leave healthy cells alone.   http://www.salem-news.com/articles/ january112008/cancer_treatment_11008.php                                           As I said, they don't have any concrete evidence that it causes health problems. It is not enough to say it contains dangerous chemicals. Especially when numerous studies show the chemicals don't cause damage.  You still somehow manage to fail to name one negative result of legalizing marijuana that does not apply to alcohol or cigarettes with evidence. Every thing you named once again is present in alcohol or tobacco and most of them weren't true.  So once again I ask you to name a negative result of marijuana that isn't present in tobacco or alcohol. And don't give me, 'it's too late to make alcohol and tobacco illegal.' First of all it is never too late, that is a cop out. But regardless of the pragmatism of making them illegal, I'll bet you still don't think we should.",1
If you just look at what happened with the hippie movement you can see that its not a good idea.,0
"The war on drugs is as useless and money-consuming as the war on terror, simply because you will NEVER eliminate either of the two. There will always be drugs and there will always be terrorists. I'm all for legalizing weed. Not only would it be better for the economy, but look at Amsterdam - weed is legal over there and you never hear anything out of them. They've been onto something for a long time now. :)",1
"""That's a societal waste though. Anytime you sit back you're wasting time, like I am right now, and you, reading this.""   I completely disagree with this statement and it goes against any scientific proof. Studies have been done that prove if you take breaks and have more leisure time you are a much more effective worker. Now obviously if you are neglecting your responsibilities leisure is bad. But that in no way implies that you have to be always working.  In your next response you talk about how you morally think doing things that are unproductive or enjoyable are wrong. I have several problems with this. First off, honestly I'm not you and neither is anyone else why should we have to be held accountable to your unreasonable and arbitrary morals. Second off if we never did stop working productivity would fall because everyone would be unhappy. Unhappy people are not productive. Society would not operate like this so it is unreasonable to expect people to operate without leisure time.  If you are going to tell people whether they can or cannot use substances such as Cannabis; than at least have a better reason than your supposed morals that almost half the country disagrees with. You admit to being hypocritical about your no-leisure rule by being on the internet rather than doing something productive and who is to say that is all your hypocritical about. So even you don't follow your own ethics/morals.  But that is besides the point, as a completely productive citizen who works full time and goes to school full time, why do I have to go through illegal channels to enjoy a healthier substance (Cannabis) than a legal substance (Alcohol) in my spare time. Decriminalization is not enough. The game is over, we know that Cannabis is no worse and possibly better than Alcohol and denying people the right to a trustworthy and accountable Cannabis industry is authoritarian at best.",1
"People cannot sell themselves into slavery, people cannot give other people permission to murder them, people cannot give up their inalienable constitutional rights to due process...etc..etc. People don't have the right to take away their rights and freedoms; if someone is mutilating their body, attempting suicide, or engaging in obviously harmful activities our laws clearly indicate we have the right to detain and provide psychological treatment to them.   Noone left me in charge, I have an opinion. We are all imposing our beliefs about what is best for ourselves and each other when engaging in democratic activity so I don't see the problem with my objections to and sanctions of narcotics.   The difference between escaping through activity and escaping through chemical alteration is the difference between exercise and steroid injections. It is the difference between increasing your height through a proper diet while still in your development stages and breaking your legs and resetting them repeatedly.   Not only is the activity unnecessary, a cop-out, and usually not even a remedy for a real malady, but it is an extreme approach and ultimately detrimental to the person's body, mind, and their professional life.   What I am saying is that in the case of drugs people are willfully giving up their freedoms; I would like to have it given back. Besides, if they are already giving up their freedom and humanity for a little pleasure, why on earth should they have the rights in the first place? Would you give a teenager a car if they decided to wreck it, on purpose, every time just to experience the thrill?   People shouldn't be allowed to choose to be slaves just as much as people aren't allowed to be slave-owners. I find it frightening that people seem to actively look to be controlled, by addiction or dictators, and I don't want such behavior to go unchecked.   Video games are an absence of the use of freedom, chemical alterations remove them or block them. Chemicals destroy personality and individuality, pass-times merely divert them and slow their growth or actualization.   Again, Marijuana isn't a big deal in this respect; but legalizing it certainly doesn't help. It does dull the senses, it does have long-term psychological and intellectual effects, and it is possibly as if not more carcinogenic than Tobacco and just as addictive (not yet completely substantiated so I could be wrong).  Some basic facts on it can be found here; a rather well-rounded survey of Marijuana and its effects:   http://www.nida.nih.gov/infofacts/ marijuana.html    From the site:  ""Long-term marijuana abuse can lead to addiction; that is, compulsive drug seeking and abuse despite its known harmful effects upon social functioning in the context of family, school, work, and recreational activities. Long-term marijuana abusers trying to quit report irritability, sleeplessness, decreased appetite, anxiety, and drug craving, all of which make it difficult to quit.""  ""A number of studies have shown an association between chronic marijuana use and increased rates of anxiety, depression, suicidal ideation, and schizophrenia.""  Now, that, again, is not known to be 100% true. Marijuana research is still in its developing stages (probably due to its illegality) and so not enough is known to say anything with certainty.   I'd like to see more studies to make sure that it is as benign as many people like to think it is. If it turns out to be then I have even less of a problem with it. The hard drugs, however, should always be illegal in my eyes.",0
"Yea and you know this by experience? Last time I checked... when we ended prohibiton on alcohol, crime dropped drasticly... You dont know what your talking about",1
Although i am not a pot smoker I do believe that pot should be legalized for many reasons. For one pot was never a direct cause of death to anyone unlike tobacco and beer. Pot is also one of the most high priced exports of Central American Countries and the Carribean. Legalizing pot can help save our economy if we make it one of the major exports of America. Also a lot of comedians like to take their ideas from pot too haha,1
Incorrect. Medical Marijuana can be prescribed for any number of things. Cancer patients are prescribed because it takes away the nausea that follow chemotherapy sessions which is extremely important to the recovery of the patient since if said patient can't eat from the chemo he'll stay weak and probably not survive. It's not because they are dying to ease the pain. Pot isn't that hardcore man.,1
"Everywhere that drugs have been legalized, the decrease in their usage has been phenomenal. It's pretty clear that it should be ended, and only the arrogant can deny that.",1
"Okay. I see where you are coming from. But by legalize it do you mean like cigarettes? As in people could freely smoke in most restaurants (in the ""smoking section"" which isn't always a separate room)?",0
"Could the same happen with the legalization of same sex marriage? I mean,   ""Once a full legalization is executed, there might be a radical separation and a birth-approval for new culture, new moral, new rationalism that neutralizes the holiness around such a nihilistic notion of 'reasonable behavior', new thought, new language, new engagement with whatever is or is not considered reality.""",1
"Prohibition is doing more harm then marijuana. The government is wasting to much money on enforcing it, people are going to jail who shouldn't, people are being killed by poisoned marijuana and chemical relationships because its not being sold in a safe environment, in a safe way, but rather on the streets, and its not doing any good, also it can be sold to minors as easily as it can be sold to adults. Also the government loses a lot of tax money off the sale of marijuana.",1
"Just to add, there has never been a death to the use of marijuana. Plus, the federal and state governments give money and marijuana to people for medical reasons.",1
"At the risk of pissing off the person you oppose, I like your argument and I voted you up. But I personally would have left the last two sentences out. It detracts from your argument by making you seem like you're name calling. But that's just me.",1
"People with latent schitzotypal tendencies often respond to marijuana with severe panic attacks and hallucinations, curled into the fetal position on the floor, clutching their heads and screaming for help and about how much their souls hurts.",0
"Marijuana being illegal is part of the reason why people do it. It is a stupid reason, but a reason nonetheless. Legalizing marijuana, could potentially lower the number of users. The thrill of the chance of being caught gives them a high that's intensified by the drug. It outta just be legalized, and the government can tax the hell out of it like with cigarettes. It's your choice if you're going to do it or not.",1
"I have to disagree with your comparison of marijuana to alcohol in some respects. Although it is true that being high is kind of similar to being drunk there are some significant differences; marijuana makes things feel, for lack of a better term, sillier. Alcohol on the other hand, when used in excess can lead to blacking out, vomiting and not remembering what happened. In this way alcohol is significantly more dangerous. Whereas you can die from alcohol intoxication, too much marijuana really can't hurt you. Also, most of the negative feelings associated with alcohol, such as guilt and regret, are typically not experienced when using marijuana. We have also seen what happens when you make alcohol illegal: organized crime grew significantly in major cities because they were able to make an absurd amount of money selling bootleg liquor. Comparing alcohol to marijuana in this context would be accurate. The selling of marijuana by gangs is very profitable. You say that we should go down to Mexico to smoke but I live in Delaware and if I want to smoke with my friends going to Mexico for a weekend isn't a viable option. Instead I would have to find a drug dealer. This puts money in the hands of bad people. Legalization would put a stop to this.   Finally, for someone who claims to love the USA so much you seem to be okay with suppressing freedoms. The reason Mexico is different from the US is because they are relatively poor, their government is corrupt, and crime is rampant. Keeping marijuana illegal only helps criminals, so if you want the US to not be like Mexico then you should encourage the legalization of marijuana.",1
I don't care about being down-voted or up-voted.... haha but thank you for not down-voting me! :),0
"For the record, smoking marijuana is not the only way to enjoy it.   So, while y'all can debate the harmful effects of smoking it, just keep in mind that really none of them can be valid arguments of keeping it illegal.",1
"Ya, legalizing will solve those problems. But I don't think there is a big black market in alcohol, so I would not be too fussy over how it was legalized exactly. But it would be better to have less hassles over it.  But the main benefit would be ending mandatory sentencing, which has ruined so many young peoples lives.",1
"Yeah I guess.  As I said there is no point in using up tax money on a ""Drug War"" that will never end.  The only thing that will happen if they legalize it is that it will get more users.  I believe it  could  effect our economy.",1
WEED RULLLZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ,1
"actualy not really... all you need to brew beer is a few containers.. in fact you can buy a beer brewing kit for roughly $30... although yes you can purchase more expensive setups... the same goes for marijuana... Really all you need to grow weed is the ground (because its natural, not man made like alcohol) but if you want to spend more you could spend thousands on hydro systems",1
"' Marijuana is not a drug, it's a plant that has side-effects when you set it on fire and sniff the smoke. ' - Katt Williams, Super Pimp.  The point of that quote is that Mary Jane really isn't a drug as we would categorize it. In fact, it's more a food then a drug. A drug is a substance, usually man made at the end of the processing, which is not intended for dietary consumption.  Marijuana gets you high  just  if you smoke it from the plant stage. You don't have to add a bunch of chemicals and shit like with all other 'drugs' suchs as cigarettes and meth.   And with said, marijuana is also not addictive, unlike other drugs.  Marijuana is mentally addicted, yes... but so is  ice cream . Do make ice cream illegal for all the fat people it's created? No.  Mary Jane should be legal. Cigarettes and alcohol should be banned.  Did you know it's impossible to overdose on Cannibis? It is biologically  impossible  to overdose on it. You'd have to smoke or eat so much of it that your stomach would explode or you'd suffocate before it could overdose you.  I think I've said enough.",1
"It might be somewhat misleading to say it's not COMPLETELY addictive, but apparently so is fast food! Should we ban that as well? Because apparently the right combination of salt and sugar makes you addicted to fast food. I don't know, I saw that on Harry's Law (good show btw). But I think the more fundamental question is should we ban something because A. we don't like it and B. because it's bad for you? I should certainly hope not. Although I think the most compelling is the lack of deaths resulting from marijuana which has stayed consistent, 0.",1
"Kids these days are smoking pot like crazy. Elementary, Middle, and High schools. Kids think there cool if you let them do this. Fine thats okay if they think that. Are kids getting hurt from doing pot? No. Scientist have proved that smoking pot can be a way to help kids and there systems in the body. There is an effect on it but big deal. Obvioulsy they like the effect or else they wouldn't do it.",1
I was meaning that marijuana lessen the brain's ability for cognitive thinking.,0
"True there are some non-smokers who want it legalized, but I just mean that out of the dozen people who were against me, almost all of them were pot heads who  just  joined the site to do so.  And every argument I made, they all responded with basically the same thing. It was just really annoying and I'm not doing it again.",0
"The War on Drugs is not only a moral problem but a economic problem. First, it is morally wrong because the government restricts the free choice of individuals to participate in such substances, and the number of people people killed every year with selling or buying drugs is simply unnecessary and unjust. When someone engages in the use of drugs, it is the decision of that person and they are only hurting themselves nor the government.  Second, economically, instead of enforcing drug prohibition with $10 billion of spending, the government could control the supply of drugs by legally selling the product and taxing where estimates range in $10 billion dollars as well. The government would have 10 billion dollars to spend elsewhere. It would eliminate drug cartels. Not only is the enforcement costly, but by criminalizing these people, taxpayers have to pay for them in live in prisons throughout America.  The only negative aspect is that it may lead to a increase in drug addicts.",1
"Nice, but please tell where did you get this from? Thanks.",1
"people who use, wish to not be labeled as a ""pot head"" thanks joe",0
"If peace means standing like a dumbass, senseless, without hurting anyone because you are too high to understand what's going on, then it is possible. But that's just so childish. If peace means a mature way to act actively throughout our lives, reasoning and trying to solve world problems then a joint wouldnt solve it.",0
"In reality   Or whatever passes for reality in your mind.   Marijuana is just as bad as tobacco and alcohol   Can you provide any evidence? You see, I can provide a lot to indicate otherwise. Alcohol kills, according to NORML, around 85,000 people a year! Tobacco kills 435,000 people each year! Then we come down to good ol' Mary Jane, and she isn't responsible for a single death.   Marijuana is proven to be a gateway drug   Marijuana has been proven to not be a gateway drug.   into crack cocaine, heroin    Nope    opium   WHO THE HELL DOES OPIUM ANY MORE?!?   It is also proven that the typical marijuana user smokes until high, not until relaxed.    Depends on the user. I've known people who smoked until they greened out, but others only take a toke or two to relax.   When a person is high, he or she is not fully functional.    This is based purely on personal observation, but I'd say that one is more functional when high, but functional in a different manner.   Most daily alcohol drinkers do not drink to get drunk, they drink until they're relaxed   Yet it still is more damaging to the body than weed!   Marijuana is unfiltered and will cause lung damage as well as tobacco   Depends on how much you smoke. All day every day, probably; but most people aren't like that.   however tobacco does not affect how you function while marijuana does   You hear about drunk driving all the time, but I've never heard of a case where the only intoxicant involved was ganja.   Marijuana also has proven to take a permanent toll on the adolescent brain.   Willing to provide evidence for this?   Even with 3 weeks of abstinence of Marijuana, attention span is permanently affected but motor skills, planning ability, and thinking tasks have slightly increased but are still affected.   As somebody who actually smokes pot occasionally, I disagree with this.   With Marijuana use, the brain is working harder than it should causing stress, shorter life span, and a weaker body in the long run.   That just sounds plain ridiculous!   Though Marijuana has proven to help slow down medical issues   Slow down?! Cheeba saves lives!   it still only slows down, does not cure the medical issue.   Depends on the issue, I should imagine. It helps people going through chemo to eat, which is pretty damn useful if you want to, you know, LIVE.   Same goes with prescription medicine.   Compare the negative side effects of, say, just about any prescription medicine with the negative side effects of sensimilla. I dare you.   The reason prescription medicines are legal is because your doctor needs to allow you to take it.   The reason prescription medicines are legal is because politicians, doctors, and those involved with Big Pharma make shitloads of money from their legality.   I'm fine if you use marijuana because your doctor prescribes it to you, however most of the time, that is not the case   Fortunately. Herb should be used because of its benefits to all, not just the sick.   Marijuana is abused by many teens and young adults.   As well as many adults. Most people, once again in my experience, do not abuse it. Most people use it recreationally, and it does less harm than good.   There is a reason the future of America (and the world) is going downhill.   Too many trillions wasted on finding and incarcerating those non-violent users of drugs?   The increased Marijuana use in high school and middle schoolers is one of the main reasons.    Mull use is goin' down!",1
"I doubt the war on drugs will end, but I believe a person should be able to put into their body what they want.",1
Did you read the description that went along with the title? This is specifically about marijuana.,1
"I think that this whole issu3 is ridiculous. It should not even be question3d weither or not marijuana is leg@l it just should be. Yes marijuana is harmfull to you but so is alot of things that are legal. NUmber one standing fact is that alcohol alone has been charted to have claimed 100,00 lives a year and is still legalized and where are the statistics of marijuana related deaths... but besides that if im not mistakein (correct me if im wrong) but marijuana now has been decriminalized by the government an now lies in the hands of the individual states ..so come on people sell the weed not the seeds u can still make profit .. w3ll imma end it there but If u dont Agr33 u have Obviously never smok3ed before BUT..just try one time you wont b3 a hypocrite just think of yourself as an experimentalist if u still dont agree u aint smokin the right shiiT .. :D",1
"Just say no just doesn't work! Prohibition is a failed policy, as proven in the 20's. People are going to get high, some for medical purposes, others for recreation. But the fact is people will get high!!! Several birds will be hit with one stone...   1.) Money that goes to fund dangerous drug cartels could be going to our national debt.   2.) Marijuana has killed no one! Alcohol accounts for thousands of deaths annually and is far worse for your body than is Mary J.  3.) Prisons are filled with people who do NOT deserved to be locked up, and we are wasting tax dollars on incarcerating them.",1
"""If alcohol is made legal, for example, underaged drinkers would drink so much more than they did when it was legal""  What?? Alcohol IS legal. That's why you can buy it in a store after proving your age.   Oh and your ""it makes jobs argument"" is completely dwarfed by the fact that the economy would get billions of dollars in a new industry if it were legalized making way more jobs than the war on drugs has ever made and no longer would this revenue go directly into the black market. You just made my point for me. Thanks.",1
"Face it, the real reason pot is illegal is so 1) cops have increased ability to harass minorities and lower class people, and 2) profits from alcohol and pharmacy are artifically protected. These reasons do not justify the loss of freedom of millions of Americans.   1 out of 3 Americans have tried marijuana (and that's just those who will admit it.) Should we really imprison a third of the country?",1
"Its amazing we didn't learn our lesson after repealing prohibition, yet cannabis is far less harmful than alcohol, it even has medicinal properties.  But the greatest benefit would be an end to mandatory sentencing practices, which have ruined so many young peoples lives.",1
"Yeah, but what about alcohol and tobacco? It's OK for those substances to be legal? Some people like to use recreational drugs because it gives them a different perspective of things. Sure, it's harmful for their bodies but who are we to say what they can and cannot do to themselves? Personally I'd prefer more stoners around than all the murders that occur because of the illegal trafficking.",1
if the seven   million   people that are inhabited on this planet   You may want to remove an 'm' there and add a 'b'  But I knew what ya meant.,1
"Does anybody know how much the American economy would grow if Marijuana was legalized? Listen, it's not the government's problem if people are irresponsible and mess up their lives with Marijuana, right? The government would make an enormous amount of many off of all the Marijuana sales, and we would be on our way back up, and I sincerely hope that President Obama decides to legalize it once he takes care of the war. (By the way, I still can't get over the fact that I can call him President Obama now. Yes!)",1
"I have to put Oppose, but only because your tagged as Continue the war on drugs. That video is great. It has very beautiful imagery.",1
