,text,label,ground_truth
10,"Does marriage have a religious origin?  No. Marriage has always been a state institution, always requiring the recognition of the state regardless of what ritual religious or secular is attached to it.   I don't have an information to back me up here, but I find this statement highly dubious. For one thing, in much of recent history (up until the last century or so) church and state have been identical in many countries. Certainly now marriage must require the recognition of the state, but you would really have to show me some info to prove it's always been that way. Anytime you use the word ""always"" you had better have some damned good data to back you up.",0,2
11,"Where is discrimination not allowed? People are legally discriminated against all the time. Where is marriage a right? This is a very slippery slope. If the majority can be circumvented anytime someone says it's the ""right"" thing to do, we are not living in a democracy, we are living in a dictatorship.  We live in a constitutional govt where the constitution shows what the majority can and cannot do and what is legally ""right"". Show me in the constitution where marriage is a right (or more appropriately, where we have the right to marry whomever we want) and I will concede your argument.",0,2
12,"No one is telling anyone who they can love, we're talking about who they can marry, something very different. Unfortunately the burden of proof is not on the so-called ""bigots"" you mention (who just believe something different than you. If you believe everyone who believes different than you is a bigot, you might be surprised to discover that you have become one as well). Marriage is only currently legal between a man and a woman.  There is no constitutionally guaranteed right that gives anyone otherwise.  So in order to change it, you must pass a law democratically. If you can't do that you are free to try and persuade people why they should change their minds, but the burden of proof is on you.",0,2
13,"Marriage is a state-sponsored institution that gives some financial incentive for couples to be married because stable, 2 parent families raising children create a stable society. While it is obviously clear that many families do not fulfill this requirement, no homosexual couple can produce a child on their own. So maybe only 40% of hetro couples fulfill their obligation of being a good home and raising children there (I'm making this number up, but you get the idea), 0% of homosexual couples have children.  Maybe the financial incentives aren't worth it at all, in which case lets get the govt out of the marriage business (my own opinion), but there seems to be no incentive to invest in homosexual marriage. This is why I vote against it, but as I've always said, if a voting majority gives gays marriage, ok. It's really not an enormous deal.",0,2
14,"but a divorced, widowed, or adopted family is not as strong as a traditional home. This is just the way it is, however unfair. Children from these families are more likely to struggle.  Unfortunately, the govt job isn't to make sure everyone is treated fairly. This would be an impossible and expensive task (this is where we probably will disagree if you don't believe in very limited constitutional govt, which very few people believe in anymore). Besides, right now marriage IS equal: everyone can marry a member of the opposite sex. There is no inequality here. If we want to give people the right to marry members of the same sex, then let's do it, but this is, in fact, a change.  Before you call bigot, I am, in fact, not very religious and literally DON'T CARE if gays marry. It doesn't affect my life at all. I have two friends, a gay couple, who would make a perfect marriage. I just think people need to step away from their high emotions and look at this issue from the larger perspective. Also, everyone has a right to their own opinion and religion isn't bigotry. Even though I don't agree, if you don't want to vote for gay marriage because it's against your religion, congratulations, you have that right. In fact, this right actually IS a right, whereas marriage is nowhere in the constitution and not guaranteed to anyone. Don't like it? Change it! That is your right!",0,2
15,This is well put together and I concede this point. These are good reasons to vote to legalize it.,0,1
16,:) I think you mean exceptions. Acceptions would imply something completely different :),0,1
17,"Responses are much more effective when you do more than just ridicule the poster. I know a lot of people who decide to be gay, and I know even more people who think they are gay because they are musically inclined or sensitive and they are told their whole life that they are ""closet gays."" I find it incredibly prejudice to think that everyone who doesn't like beer and football or somehow misses the masculine bar is gay, and I think that IS one of the big problems with the publicity that homosexuality is making. I'm sure a lot of people would disagree with me, but I think there is a baseline group of gay people and then a huge amount of other people who are gay because of peer pressure, insecurity, and/or because it's the popular thing to be right now.  I know, incoming down votes. Didn't say anyone had to agree, I just think it's stupid to tell someone else about their sexuality.  And please don't respond with ""studies prove,"" because as I've already said, they don't.",0,2
18,"I don't know anyone who decided to be gay? How do you know. I in point of fact know a very nice and happy gay man, who was once engaged and has told me to my face that he was a happy straight man, did some experimentation, found someone he really liked who was a man and made a choice to live a gay lifestyle. He said he was happy either way, but thinks this is what makes him happiest.  I think society tells way more people that they are gay than that they aren't. And after reading more of the responses on here it just gets back to this absurd point that those of us who are ""opposed"", and I use this term loosely because to tell you the truth, until the prop 8 fiasco in which the gay movement has begun trying to steal the right to vote from me I honestly didn't give a damn, to gay marriage are hated, disposed, called names, attacked, been told ""no intelligent straight man would oppose gay marriage"" as is said on this board, while we on the other side are about as polite as can be.  The only hatred I've seen has been coming from the homosexual community. If you don't believe me, take a look at what they've been doing to the Mormons. I honor democracy and I despise hatred and bigotry, and it saddens me that this seems to make me the enemy of the homosexual community, which wants tolerance only for their way of thinking.",0,2
19,"""That guy who was engaged then ""turned gay"" was already gay. Society told him he wasn't gay, that's why it took so long to figure out.""  Lol, see again, I am flabbergasted that it is impossible for you to accept that someone might have an opinion different from yours.  ""Please give me an example where society tells anyone to be gay.""  One example of society telling someone they're gay? You! You just did! To Joe. If you want another example look at any showing of a gay person on a TV show. If you act like x you are gay.  ""Please give me an example where society tells anyone to be gay.""  The right to vote is being stolen in CA. Twice the majority of people voted to define marriage clearly and twice the homosexuality community has tried to overturn the will of the people by using judges. The pursuit of happiness is in the declaration of independence and not the Constitution. If this is the justification for the right to marry whomever you want, it also justifies everything else you can think of, so long as it makes the pursuer happy. There is no constitutional right to marry whomever you want. Every citizen is equally protected with the right to marry a member of the opposite sex. If you're gay, you have the right to marry. So again, what right are you being denied? Visitation rights are already granted in the state of CA, as are inheritance and all other rights of married couples, es per Gov. Davis in 2000.  ""Really? So no gay person has ever been killed for being gay?""  African American people have killed white people before. Does that make all black people murderers? Of course not. The fact that some nut-case has murdered a gay person before does not make everyone who believes homosexuality is wrong into a murderer. Are you in fear for your life often? If so I am sad, but I sort of doubt it, that's just not the way the world is anymore (in this country). Are you afraid to express your opinion about this topic? I doubt it. I am. If I tell people what I think, I LOSE MY JOB. That's why I post here anonymously :)  ""The Mormon and catholic churches, but especially the Mormon churches, spent millions trying to deny a group of people a human right""  Marrying members of the same sex is not a human right. Sorry. Until you can show me what human right is being denied, I don't know where else to go with this. As far as the donations go, the Mormon church DID NOT DONATE A DIME. Neither did the Catholic church (I think, I'm not positive about them). MEMBERS of these churches donated to a cause they believed was right. They have the right.  I have no problem with protests. I have a problem with vandalism, violence, riots, assault, disenfranchisement, and attack of religious liberty (suing to remove tax exempt status of people who disagree with them). I was opposed to it when the homosexuality was attacked and mocked and derided; I oppose it now when they do the same thing to their enemies.",0,2
20,"I never said they weren't discriminated against in history, that is certain and the way gays have been treated is sick. I said right now, the hatred is coming from the gay community. If you don't believe it, than just read these forums. Who is stupid? whoever disagrees with you. Who is the ""fanatical religious right?"" whoever disagrees with you. We must give you the right to do whatever you want no matter what the majority thinks. If we disagree we are driven from our jobs (the artistic director of Sacramento theater) we are attacked economically (there's a list now of everyone who donated to prop 8 and a demand to boycott their businesses) we are told that we had no right to vote that way. The Mormon church has had their buildings desecrated, their books burned, their members attacked and there is a demand to have their tax exempt status removed. Doctors are sued for refusing invitro fertilization. eharmony is sued for not providing gay matchmaking.  Yes, the gay community is attacking anyone who disagrees with them and it's sick.  If prop 8 had passed we would have gone with it, but we are ruthlessly attacked for disagreeing with you, and now the homosexual community is trying to destroy democracy and steal from me my right to vote because they don't think I have a right to decide where my tax money goes.  ya, somewhere in the US is an asshole who loudly attacks gays, but even my best friends who are gay are full of hate for everyone who disagrees with them, and that makes me very sad.",0,2
21,"There you go again. I disagree with you, so i'm a bigot. If someone thinks anyone who disagrees with them is a bigot, what does that make them? (I'll give you a hint, it's a word you just used)  The irony is that I honestly didn't give a damn about gay marriage before activists started to attack everyone who disagreed with them. My little sister was afraid to go to school for 3 weeks during the prop 8 vote. I think the problem is that the gay community thinks that discrimination is having people think they're doing something wrong, and that's simply not discrimination. The entire issue of gay marriage is centered around the idea that you want everyone not just to tolerated you, but to tell you what you're doing is ok, and if this doesn't happen, it's discrimination to you.  Once again that is the decleration of independence by the way. Life liberty and pursuit of happiness. No one can show me in the CONSTITUTION where it guarantees the right to marry, and that include the tyrannical judges who base their decision based on what they think should be instead of what the law is. You know what that's called, when 7-9 judges (or really 4 or 5, since it's never been more than a simple majority) go against the constitutiont to pass a law they think is right? That's called tyranny. Do you support tyranny? What if it wasn't in your favor? What if those judges said gays should be burned? That's why there are checks and balances.   I think the real problem here comes to two points that will always divide this arguement.  1) you believe homosexuality is like race: something someone is born with and has no control over. The opposing side believes it is action realted, because someone is not gay, somone is living a gay lifestyle. The problem is a word symantics one. If you define gay as attracted to members of the same sex, than it's a moot point, because that person is not limited in any way. But if being gay is having a relationship with a member of the same sex, than it has become an action, and thus is not afforded any special protection because it is action-oriented. All of this is moot in my opinion because no matter what you still have all the same rights as straight people, but your arguement rests on it entirely.  2) Marrying whomever you love is a basic right. This just isn't true. If it was, than what about pedophiles. Studies show many of them are born with these feelings. What about serial killers? We know they're born that way. Obviously these are extreme examples and gays and serial killers are in no way alike, but I use them as examples to show that this arguement cannot stand up legally. And besides, it's just not in the constitution.  I am not a bigot. 90% of my friends are gay, and they're my very best friends. If you can pass a law that gives you the right to marry I am all for it. I may even vote for it if people ask me nicely instead of yelling at me. But I have been opposed for over 10 years to people manipulating courts to get their legistlature through.  I know you think it's a right in the constitution, or you think it should be. It's not, so make it one! This vote failed, but not for long. By the time my generation is completely in charge, it will be legal the right way. So hope for that instead of bringing down our country's established system with judicial legislation (as if it could sink any lower).",0,2
22,"OK, I am in perfect agreement with you that this conversation should probably be over. I'll respond to both posts. First, I don't apologize for my opinions. I have, however, clarified to my earlier post, that when I forgot to specifically mention pedophilia as being unrelated to homosexuality, I assumed the reader would group pedophilia and serial murder. I have clarified this point, and I'll say again, pedophilia and serial killing are in no way similar to homosexuality. I was merely using hyperbole to show that people do not have a right to do everything they are born desiring.  ""whether people ""turn gay"" or are born gay, is not a matter of opinion. 1+1=2 is not a matter of opinion. It's a fact.""   http://www.cwfa.org/images/content/ bornorbred.pdf   a scholarly response to the idea that this has been pr oven. I'm sure we can both go on all day posting on this idea, the reality is we just don't know. I personally believe people are born with a predisposition toward homosexuality which can either be cultivated or repressed, but everyone has the ability to make decisions in their life. Besides, no one is arguing gays should stop what they're doing (well, some people probably are).  Again, ad homonyms all over. It seems If anyone says something you disagree with the best thing to do is call them hateful and stupid. Oh and gay, but I guess I'm too dumb to get that.  If 51% of people voted for slavery it wouldn't matter because slavery is made illegal by the constitution and the courts would then have an obligation to point that out. That's what it's for. If anyone can show me where it says you have a right to marry whomever you want in the constitution I will go picket in CA right now.  I guess I should be more clear. Gay people have been persecuted for a long time. It's a shame they feel the need to persecute others now that they are gaining popularity. And you can call me a liar whenever you disagree with me if you like (it's very effective I'm sure), but my sister cried every day during the prop 8 thing because she supported it and she was constantly harassed. I never said she was afraid for her life, but that does make the story more interesting, doesn't it :)  ""You seem to think I live in some state of fear?""  This was also irony. I was suggesting that discrimination against gays has largely disappeared (that doesn't mean everyone agrees with you, it just means their rights are no longer being violated, i.e. they can get work, they don't get killed (hopefully!), etc). I apologize about thinking you were gay (not that its bad), you made a comment on an earlier post that I must have misunderstood.  ""As for Mormons and Catholics not giving money to the cause of denying a group of people their rights...""  I hate to play the ""I'm right"" game, but I am here. Do more research, my father is a leader in the Mormon church. While church members donated and were asked to support the legislature, the church itself did not make any political donations. I'm not as sure about the Catholics, but if they're smart they played it the same way. I agree that some of the churches which are heavily political (i.e. Jeremiah Wright?) should get out of politics or be taxed as political entities. Churches do, however, have a right to encourage voting on moral issues (it's actually in the law, believe it or not), and both of these churches are silent on political issues outside of this.  I won't apologize for my opinion. The real irony is that I'm not even opposed to gay marriage. I'm opposed to people who will do anything to get their way, no matter who it hurts. Anyway, you've heard my point of view. I will change it the minute anyone can shows me that gay marriage is a protected constitutional right, or when a vote is passed. Until then, I respect your right to believe in whatever you want, and I even respect your right to hate and mock everyone who disagrees with you (thought I will then ask you to respect my right to call you a hateful shallow bigot. yay free speech). I would honestly be happy for everyone to just say, look, you and I disagree, but we have that right and we can still be friends, because right now that's not happening... Oh, and I still don't like the courts usurping authority not given to then by the constitution :)",0,2
23,"OK, so apparently I need to clarify every single statement and point out that when I said gays are not like serial killers AT ALL, and this was merely hyperbole to show a fallacious argument, I forgot to mention pedophilia. Homosexuality and pedophilia are obviously not related AT ALL. i thought this was pretty obvious from the way I wrote it, but apparently some people need it spelled out. I should have been more clear however.",0,2
24,"So I've been reading these points by all and I think we really need to step back and take a ""chill pill"" :) Opposing gay marriage doesn't mean we're ""homophobic"" or hate gays, so let's keep the ad homonym attacks to a minimum. I am opposed to gay marriage for a couple of very specific reasons, but I am in the theater business and of about 30 guys who are my close friends, 29 of them are probably gay, and I love them like crazy!  So again I want to say that, to use the debates words (although I think they are a little inflammatory), gay marriage does hurt everyone for the following reason: The prominent justification for gay marriage is that it is a right and that denying it will take away the rights of a minority, similar to the civil rights movement. Using this justification, any religious group that denies gays participation or clergy or marriage will be branded as persecuting homosexuals. The scary thing is that there are some people reading this right now and thinking ""yes, that would be discrimination and homophobia and should be stopped."" I just read a quote:  'Chai Feldblum, a Georgetown University law professor and gay activist who helps draft federal legislation related to sexual orientation, says that, when religious liberty conflicts with gay rights, “I’m having a hard time coming up with any case in which religious liberty should win.”'  http://article.nationalreview.com/ ?q=YTU5MjZmMDIyMDU3NjRiMjBlNjcxYTlmOGQ2 ODA5NjA=   (an altogether fetching article which says this entire thing much better than I have)  Gay marriage is an immediate threat to our freedoms AS IT IS CURRENTLY being pursued. The owners of eharmony.com are REQUIRED to provide gay matchmaking. They have no freedom to do otherwise. Doctors who provide in vitro fertilization are REQUIRED to do it for lesbian couples, even if this is against their beliefs. These doctors have lost their freedom.  Now gay marriage DOESN'T have to be this way. Pass legal laws which respect the beliefs of others. As I said, i love my gay friends, and I might be ok with some of them marrying (I say might because of all of these people, I can think of only one couple that even pretends to be serious about their relationship, and I think they are adorable! The others shouldn't marry imo, whether they are gay or straight or anything because they aren't serious, but that's just my opinion and it's honestly none of my business :). So as i said, go ahead and pass the laws, but don't take away the rights of others to believe that homosexuality is wrong, because THAT is what is against the constitution.",0,2
25,"Gay marriage by itself probably doesn't. Gay marriage as it is being lobbied for takes away the First amendment rights of many americans. States which have passed these laws immediately begin teaching children that it is ""ok"" and even ""good"" to be gay. Some people just don't believe this, and they have that right! You have a right to believe the sky is purple and you have a right to teach that to your children! You have a right to teach your children that black people are evil and gays are going to hell. Are you a stupid bigot? YES! but you do have that right!  I have no problem with gay marriage, I do have a problem with the invasion of people's rights to believe that gay union is wrong. I also do not believe that marriage is a constitutional right, so gay marriage would have to be approved by a majority of voters in order to be obtained (and not in a courtroom!). If all of this happens, great! Just don't take away the rights of those who are religious to believe gay union is wrong.",0,2
26,"Two rebuttals here i'd like to offer:  1) research about homosexual couples being better parents or that homosexuality is genetic. I'm sorry, but neither of these things are proven facts, and there is a lot of controversial research on both sides of the aisle. I think both sides should be able to agree here that neither side has been proven. I know, I know, you can show me 100 studies that say the above is true, but guess what, I can show you 100 studies that say the opposite and then we just get into the ""who's study is better"" thing, and it's just a waste of time. Many things can be conclusively proven. These are not yet in that category for either side. Besides, for all the ""studies show"" comments above, no one has cited a single one. I find the funniest thing about such studies is that everyone has heard of them and is sure something has been shown conclusively, but no one is quite sure when or where.  2) the adoption thing is really irrelevant I think. In this country there aren't hordes of orphans wishing for parents to adopt them. This is a myth taken from the situation some time ago. Walk into an adoption clinic, things have really changed. It's not easy to adopt. Now outside of this country things are very different I know, but I still don't think gay marriage is going to significantly impact this. Feel free to disagree with me here, I just really think this is a seperate topic. Oh, and if you disagree, I think you will see that studies show I'm right ;)  (I'm kidding in case you didn't catch that) :)",0,2
27,"Yes, unfortunately that is democracy. The constitution gives us certain basic rights. If we want more we can pass laws to make more by majority vote or through our elected representatives. If those rights violate the constitutional ones, the courts can overturn them. If this happens the people can amend the constitution to pass the law anyway.  The constitution didn't give anyone the right to marry. People have passed laws allowing marriage between a man and a woman. These laws apply equally to all, so equal protection isn't violated (I'm sorry, you have just as much a right to marry a member of the opposite sex as anyone else). If you don't like it, you vote to change the laws.  That's democracy. It's not perfect, but it's the best thing out there!  Oh, and it's not the same as civil rights, and if I was black I would be horribly offended by such a comparison. They were fighting for basic human rights which had been denied them. They were being killed, and denied work opportunities and the right to vote. Homosexual's aren't being denied anything (that isn't already denied to everyone else in the country). They just aren't getting what they want.",0,2
28,"morals are completely opinionated, what may seem strang to you is normal to others.  ""Lol you being serious?""  not all religions condem gays  ""I need to come up with a new accurate word to describe you queers""  how about right?",0,1
29,"ahh so instead of coming with a intelligent rebuttal you just resort to name calling, well done. to name a few religions that don't condemn gays, Buddhists don't, some sects of Hinduism doesn't, Scientology doesn't, a lot of pagans don't, FSM doesn't, neither does tarvuism. you have to understand not everyone is as closed minded as you.",0,1
30,"to me mate, all religions are just as silly as the last,  cause you know, thats a great mentality to impose on people  what your doing is wrong, your a abomination.   this can lead to mental stress and denial, since homosexuality is not a choice (backed by a thing called science). and i didn't know ""being a man"" required the ability to completely shut off logical arguments and refuse to think that you could possibly be wrong.",0,1
31,"""maybe""? even though there is tones of scientific evidence that shows it isn't a choice, and that it isn't a disease/ sickness / disorder (watch the video that Atlanta Esq posted near the top) your going to go with ""maybe"". and when a very large majority of the scientific community say being gay isn't a choice, and back it up with their ""silly"" facts, their probably more right then you when your argument is piratically ""cause I'm right""",0,1
32,"so even tough there is tones of scientific evidence to back my theory's up, you calling BS on the grounds of ""i don't agree so I'm going to ignore it without a shred of evidence to back me up""?",0,1
33,"the video provided by Atlanta Esq   http://current.com/143jm4c   please give me your evidence, I'm always looking for new ways to observe things. and do you always have to try to insult people to prove a lost point? its saddening really.",0,1
34,"ah, but still no evidence of your own,   ""Gays are basically women with cocks""  ever heard of the sacred band of Thebes?",0,1
35,"and does sex not breed corruption in all forms, sex can breed jealousy and lust, which can lead to anger. and if emotion is overrated why are you here? if you think these thing illogical, then is it not illogical for you to be here trying to prove a flawed point? could you not be doing something more constructive? the logical path is not always the right one",0,1
36,"RETARD ALERT! EEERT! EEERT! EEERT! No, seriously, if your just that stupid then you need the dosage upped on your meds!   brother and sister or brother and father or brother and mother or sister and father or sister and mother or sister and sister or brother and brother or paedophile and young person or dead body and necrophile or a dog and a bestiality person.   well of coarse not, those are illegal, because of defects in child births, and animal cruelty laws. second, were not advocating that. third, we accept people who don't do things wrong, because  MANY  studies have proven that sexuality is proven before birth.  fourth, calling people names just shows how unexcepting you  RED NECKS  are. see, we can be just as cruel. You really need to read your little bible. doesn't teach you to accept, forgive thou neighbor ( even though the gays arent your neighbors, and never did anything to you )? Did your ""Christ"" not die for  ALL  of us?",0,1
37,"What exactly is love? Do you have a pet? If your pet was in the ""Vet"" and you couldn't visit them, give them friendship and comfort them in there time of need, then would you do anything you can so you could? If two people love each other, then ""The genitalia between""there""...legs shouldn't dictate with whom...""they"" can spend the rest of there life..."" with.",0,1
38,"Many studies have proved that parents sexuality has no effects on the child's sexuality. and your ""family morals"" are already in danger with a 50% Divorce rate. Don't blame it on the gays Just because the rest of America is so morally indecent. And if ""God"" (I'm atheist, and I even spelled your God's name right with a capital ""G"") designed us to have different sexes, than why is anal sex one of the largest forms of sex in America between hetero-sexuals in america? i doubt ALL of those people are atheist, liberals, or Democrats.",0,1
39,"""Blah blah blah anybody that isn't accepting of all types of peoples is a bigot. Have fun advocating paedophilia.""  Were talking about a relationship between two consenting adults not one adult and an underage kid that either has no idea that what their doing with the adult is wrong or is being forced to commit the act.",0,1
40,"so since the BIBLE says it is not allowed then our Government shouldn't allow it? so what happened to the separation of church and state? the government is not supposed to support a particular religious view and therefore, to ban gay marriage because the BIBLE says it is not allowed, is a direct violation of the constitution.",0,1
41,"As an Englishman, I believe I have the authority to declare that the defenition of the word marriage is 'The state of being married', or as a noun 'An act of lawful romantic union between two persons'.",0,1
42,"At this point it seems you are being obstinate and wilfully obtuse.   Prove that homosexuality is natural.   Define natural. Regardless, Human beings are not and should not be governed by what is deemed natural.   It shows future generations what the world looks (or rather, looked) like, primarily before the advent of the camera.   It is impossible for that to be the reason for paintings before the camera, as the artists would not have known what a camera is or that it would ever be created.   Hedonism is not logical.   Why not? Pleasure is entirely logical. Conversely, a life without pleasure is completely illogical. Sex is pleasurable, and a life without that fails to conform to the primary compulsion of life - procreation. Regardless, humans are not logical creatures. We have emotions, none of which serve any logical purpose. Our society makes sex a taboo, which is illogical considering our natural urge to mate.    How are 'human rights' pleasurable?   This is implied by the displeasure of having none.",0,1
43,"Actually, acception is not a word at all. The word I believe you are referring to is 'acceptances'.",0,2
44,Well the fact that it's wrong to be gay in the first place...  ...why would you want there to be marriage?   You're acting very gay right now.,0,1
45,"There is one logical reason to engage in intercourse. Procreation. Homosexuality cannot result in impregnation and thus there is no logical reason to engage in homosexual behavior.   Good. You elucidated your premise for your argument. Now for the bad news: your premise is arbitrary and of no more objective value to the universe than selecting pleasure, greed, or love.  You should skip the logical pretence and simply state that you think procreation is important, because you have no logic backing you.  Oh, and bonus: gay people will be able to procreate in a few decades, using technology that converts skin cells into gametes.",0,1
46,"Is this an emotional response or a logical response? Laws ought to be based on logic, and there is no logical reason to engage in homosexual behavior.     Laws aren't based on logic. They are based on political compromise and/or majority opinion.  Further, moral values are not logically derived. There is no objective frame of reference to set as an axiom to base objective, logical morality upon. Therefore your statement about homosexual behaviour being illogical is erroneous.",0,1
47,"I did not use a moral argument.   Of course you did. You created a moral conclusion ""sex ought to only be for procreation, and marriage should only foster this"" and built logic around it.   I did not use a moral argument. I used an argument based on the purpose of intercourse.   The purpose of sex is only one of many subjective criteria with which you can build an argument. Addition criteria are pleasure, social bonding, equality, etc. People choose from these and then make a position to defend.",0,1
48,I came to this conclusion via logic.   No you didn't. Logic doesn't have an intrinsic opinion on what sex ought to be.  You used premises which are your moral values and used logic to justify them.,0,1
49,"It was neither an opinion nor a supposition. It is not what sex 'ought' to be, but rather what it is.  Sex is an activity performed for the purpose of procreating the species.   Sex is an activity performed for pleasure.  Sex is an activity performed for social bonding.  Sex is an activity used to manipulate and display power over another.  Sex is an activity used for procreation.  Sex is an activity that releases tensions.  This is a non-comprehensive list of what sex is.  Marriage is a social contract.  Marriage is a means of supporting a family.  Marriage is a means of establishing or supporting a dynasty.  Marriage is the acquisition of property (the female).  Marriage is the dividing of resources and income.  Marriage is hoped to be a lifelong commitment.  Amongst other things.  Your choice of which of these premises to select, and base a ""logical"" conclusion upon is subjective. Your conclusion is erroneous anyway because marriage isn't only about procreation, and in fact only happenstance to procreation in a number of cases since procreation will occur out of wedlock.",0,1
50,"Humans are one of the only species to engage in sex for pleasure, as well as reproduction. And on top of this, we can reproduce without sex, which many couples resort to because they can't bear children. Therefore, marriage is not only for people intending to have children.",0,1
51,"I'm not very well-researched on the topic, so I'm sure someone else could answer this better than I can, but I do know that there are certain things that married couples can do more easily than non-married couples. Things like getting joint insurance and becoming next of kin and stuff like that. I mean, if marriage didn't actually help couples do anything new with each other, in a legal sense, then why would most of us get married anyway? Of course I pose this question in a legal sense.",0,1
52,""" ...there are two sexes on this planet for a reason, if god wanted us to be gay then he would have only created one sex. ""  What if this entire world wasn't even planned by God? If you believe that God planned for there to be sexual reproduction and for there to be male and female humans, then I suppose you believe that we were intelligently designed, since God has such a direct impact in the world. Well, if he designed us, then why do our esophagus and trachea intersect, which creates a very dangerous choking hazard? And why do our eyes have blind spots where the optic nerve goes into the eye? Couldn't God have designed our bodies to be a little more perfect? I'm not denying God's existence. I'm merely stating that this world wasn't directly created by God like so many people believe. And because of this, there are certain things, like homosexuality, that exist even though they go against religious teachings.",0,1
53,"It goes against my beliefs too, but it's not hurting anybody. Unless somebody can prove that gay marriage kills people or something, I'll remain apathetic to the cause.",0,1
54,"I don't think the religious world should have to alter their views on gay marriage at all. I think they should ignore it entirely. I don't think religions are outdated either. Christianity, for example, is based on worshiping a God who sent his  son  (male) to Earth and his  son  picked 12  men , the apostles to be his advocates. There were many more prominent men in the Bible, not because of today's society, but because men were higher than women in that time period. The time period has influenced many practices that remain today. Well that was a nice little side-track from the debate topic. :)",0,1
55,"Keep it out of the church. That would just be a whole mess and wars would break out. However, why shouldn't gays marry in a legal sense? It doesn't hurt anybody and it doesn't affect me in any way. If gays want to miserable for the rest of their lives, then let them. ;)",0,1
