,text,label,ground_truth
35,"I'm not saying this is definite or anything and I don't want to jinx it, but if New Jersey can elect a  Republican governor , then there is still hope. New Jersey is one of the most liberal/democratic states due to its population density and urban background, but on Tuesday, we elected Chris Christie as the next governor of the state, a Republican. :D  Also, I feel like Obama had so much hype that a lot of Americans are sort of disillusioned. Of course, many still think he's the Messiah, but more and more people who voted for him and supported him are realizing that he's not doing nearly as much as he said he would.",1,2
36,"I agree. Most of his support was based off of Bush's failures. The American public failed to realize that Bush does not equal McCain. Instead, they assumed McCain would do the same things as Bush. Also, they saw Obama as sort of a messiah, a savior for America.",1,2
37,i believed him obama in his first year but now my approvel of him is dropping,1,2
38,"oh yes barack Obama should get reelected because,,,     heathcare reform - he was the first president to ever tackle heathcare it provided acces to heathcare and will finally get rid of the waste in heathcare and get people uninsured insured  fincial reform- made the banks do their buincess right",1,1
39,"look obama has failed the american people from these few examples  the goverment takeover of heathcare  failed stimulus  outragous spending and has spent more then georrge bush did in 8 years then in 3   the biggest set of regulation on fincil market  made it arder for americans to pay their enegry bills  and much , much more",1,2
40,Obama hasn't done ANYTHING to help this country! All he's done this entire term is play Nintendo Wii (as much as I love video games) and go on vacations!,1,2
41,"Yes! Obama doesn't care about U.S. citizens at all, all he cares about is having his face put on the dollar bill!",1,2
42,"If anyone can give me a good example of JUST ONE thing Obama has done to help our country, I'll give that person a prize!  Oh, wait! HE HASN'T DONE ANYTHING!!",1,2
43,obama only won because of all the people in the ghetoo who normally dont care about the election voted for him just cause....hes...kinda black. yep KINDA black. i hope he cancels the welfare system so that all of those people know what a dub mistake they have made. hes been in office for a couple years now and he hasnt done sht.,1,2
44,obama blows AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH HHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,1,2
45,obama only won because of all the welfare niggas out there that NEVER vote when the time rolls by decided to vote the year he ran simply because he was black. i have a dream....that one day....that black nigga will remove the welfare system and all you niggas will realize what a dumb mistake you have made. p.s. join the terminator debate and vote he has no life XD,1,2
46,"I wanted to believe he would be a good president, but he is likely the worst! He has not had a budget in 3.5 years, passes illegal legislation, and has a poor policy on terror.  Damn, I wish I could get paid like he does to suck so badly!",1,2
47,"I wish he would go away...and take his not so well conceived healthcare plan with him. Oh, is he even eligible to be president? Hmmmmm...maybe we got taken...",1,2
48,"Absolutely not! He has tried to do what he said, but if you rate him based on a scorecard of how well he is implementing change, I would say he is failing.",1,2
49,Seriously? Bush raised the debt by two BILLION for the wars (BOTH OF THEM) Obama has outspent that in a week. Learn the truth,1,2
50,"Are you kidding? Jimmy Carter was a muffin compared to this guys idiocy. Jimmy Carter actually wanted the Country to do well and Succeed. This waste of human flesh is happy to destroy the Capitalist system &#40;Using Pivard and Cloens method&#41; He still refuses to (Spends four million to keep closed) disclose his academic record (Probably because he, like most liberals lied to use the system to get ahead(Used the foreign student criteria to get into either school he ""Supposedly"" attended although NOONE at either school remembers him)) Has a meeting with his cabinet ONCE in seven months(Yeah that makes twice a year if he works it right, although he is too stupid to think anyone notices how dumb as fuck he is) then tells us to inflate our tires? What a fucking moron, and anyone that supports him is as dumb as a stump to even think he is anything but a waste of human flesh.",1,2
51,Reading this is like listening to nails on a chalk board.,1,1
52,And this can be achieved by voting for one of Obama's Republican competitors?,1,1
53,"Yea I thought so. But, was that not the same problem that kept troops in Iraq after Saddam Hussein was dealt with?   The very same. We didn't know what we were getting into when we entered Iraq. We quickly defeated Saddam's Army, so officials thought the fight was over. They were wrong.   That does make sense, but when has that actually happened? Surely this has failed more than succeeded?   We spent our way out of the great depression. Paying for tanks and planes. Paying for rifles, uniforms, and ammunition. Expenditure at this time was unprecedented. Someone had to make these materials. Factory workers suddenly had income again, and they could go out and spend their income. This spurred the economy.",1,1
54,"What does that have to do with him being a good or bad president? What difference does it make how much spending money he gives his wife? How does that make him a bad president? Please bring up some relevant issues, then we can discuss.",1,1
55,"Finally someone has some good questions!   Why are troops still in Iraq?   It's a catch 22 really. If we leave the country will descend back into chaos, and most likely back into the hands of a terror reigm. If we stay we continue to spend ourselves into debt as our service men continue to die.   Why was the bailout such a failure?   The same reason band-aids don't heal bullet wounds. The bailout was only slightly lessened the affects of this economic downturn. It doesn't alleviate or address the root of the problem.   Why has this country only gone further in debt?   Because we're spending trillions of dollars on a war with no end in sight, and the housing bubble collapsed along with our domestic automotive industry. Did you know Bush was the only president in history to cut taxes during a time of war? Where were his financial advisers when that decision was made? We're going further into debt because we're spending as much as we ever have and yet we don't have the resources to back up our spending.",1,1
56,"Exactly! So why did he promise he'd get them out? It doesn't matter how far fetched his promises were, the fact that he couldn't keep them is the problem.   Obama was hoping, perhaps naively, that Iraq would have been stabilized by now and could run without our assistance. From the very beginning up until right now we have always underestimated the sheer determination of the force we are fighting against. Obama believed that we would have made much more progress in the conflict than we have, and we could leave safely.   Then why even waste so much on it? If it cost so much and had only a small effect then wouldn't it have been better without it? Then why is it so hard for Godmaba to cut spending? Why does it seem like he thinks that MORE spending will help the economy?    This is the reason why economics is so confusing for so many people. You CAN help an economy with spending more. Sounds crazy but it is possible. The cost isn't what's important, what's important is:  1) Where is the money going.  2) What is it doing once it gets there.  The idea is this. If the government gives us money, the hope is that we will spend it on goods and services and in return generate revenue, this revenue becomes income. This income is then spent on more goods and services, which will generate more revenue and so forth... So by encouraging people to spend money in exchange for goods and services, Obama was hoping to improve the economy.   The more money changes hands the better the economy will be. So by spending money, we are causing it to change hands.  An increase in spending has two benefits:  -increased economic activity for us  -increased tax revenue for the government.  It's a win-win situation. What often happens is that people get their stimulus check, and then they put it in their savings account where it sits. The money doesn't do the economy any good if it just sits in your bank account. People have to spend their stimulus checks for it to help the economy any. Another thing that happens is people get their stimulus checks they spend their money on some name-brand good and the money goes directly into the bank account of some rich CEO where it can sit for years before it is ever spent again.",1,1
57,The main difference between BUSH AND OBAMA is that Bush sent troops to Iraq and Obama sent troops to Libya.   We have no troops in Libya.,1,1
58,"John Boehner, he was crying because of his elevation to speaker, he has a heart for this country and it shows   John Boehner is a tool for the religious right.",1,1
59,Can Obongo show proof of his birth?   BIRTH CERTIFICATE (from multiple angels):   http://www.greatdreams.com/2008/ obama-birth_certificate_2.jpg     http://www.uspoliticsguide.com/images/ barack-obama-birth-certificate.jpg     http://www.factcheck.org/UploadedFiles/ birth_certificate_6.jpg    NEWSPAPER ANNOUNCEMENT:   http://3.bp.blogspot.com/_VXRppfblfCk/ TFqhhFlq9pI/AAAAAAAAAO4/6gRPoUS4WdY/ s1600/ obama-1961-birth-announcement-from- honolulu-advertiser0000.gif    but I suppose proof has little affect on ardent denial...,1,1
60,"Yes, Joe. A blogger claims that he faked Obama's birth certificate, and we all know how reliable bloggers are, yes? I also have some seafloor I would like to sell you. The video then goes on to claim that the birth certificate must be false because it doesn't have a crease, and yet clearly I have already posted a link to the certification which does in fact contain a crease, here it is again if you missed it:   http://www.factcheck.org/UploadedFiles/ birth_certificate_6.jpg    Your video, also ignores the newspaper announcement.   Furthermore, the Kenyan Birth certificate that it shows on the video....  IS A KNOWN FORGERY  Source:  http://www.snopes.com/politics/obama/ birthers/kenyacert.asp    ...but I suppose proof has little affect on ardent denial.",1,1
61,but I suppose proof has little affect on ardent denial...  Now what ;   I suppose you could ignore the fact that the Kenyan Birth Certificate is a known forgery... That usually works.,1,1
62,"The proof is that the person who made the forgery admitted that it was a forgery, along with numerous factual errors on the forgery which confirm this. Such as an age error for his father. It states the city of birth as Mombasa, which was not part of Kenya at that time.  Have you seen Andrew Jackson's Birth Certificate? How do we be certain Andrew Jackson was born in the U.S.? What reason do you have to question Obama's citizenship besides the fact that you don't want him to be president? You're in denial Joe.",1,1
63,You can't hide behind your sarcasm Joe. Admit it. Obama was born in the United States.,1,1
64,I don't know. He doesn't look Hawaiian and he doesn't seem like a surfer ;)   Say no more. You've said it all...  Obama is not eligible to be president because he doesn't look like a surfer.,1,2
65,Public option.,1,1
66,"Well, you'd be hard-pressed to find a politician that hasn't lied. Supposing we find one, just give it time. All politicians lie, why are you acting like this is something new? However to say that he has never made any accomplishments while in office, I think is quite false. The real question seems to be whether his 2012 opponent will be an improvement or not.",1,2
67,I tire of people who scream bloody murder over 'socialism' when neither the president nor anyone else in congress has passed or introduced any legislation which even remotely resembles socialism as it exists in self-described socialist nations. It polemical rhetoric at it's finest. Using people's fears of socialism to mold the political climate is deceptive and grossly misinformed.,1,2
68,"why has he not done anything about the Illegal aliens problem ?   If I recall correctly, I remember hearing that he has already signed 2 republican-led bills to increase border security. After a third bill was pushed, he commented that no matter what he did republicans wouldn't be happy with border security until there was a moat with Alligators in it.",1,1
69,"No “boots” on the ground Libya   This one is actually true. Although I would have been very surprised if we didn't have clandestine operatives already in the country, which is apparently the case. Yet ""boots"" is a term that refers to soldiers, from the more archaic phrase ""foot soldiers"".   If you like the health care plan you have you can keep it   This one is also true. You only pay for the public option if you want it, otherwise you can keep your current healthcare provider, and in fact most people have.",1,1
70,"Well part of the problem was that U.S. Armed forces were cooperating with Pakistani officials, sharing information and so forth. Every time we would get a lead where Osama was hiding by the time we got there the place was empty, somebody had tipped him off. This had happened several times during the Bush Administration. President Obama decided that if we got a lead on Bin Laden's location, we weren't going to share it with Pakistani officials, and what do you know we finally got him. Coincidence?",1,1
71,"The economy was already taking a nosedive when he stepped into office, and when he tried to pass his jobs bill to fix it, republicans vote it down and then proceeded to blame him for high unemployment. Strange how that works.  The Auto-industry was on the verge of collapse, when he came into office and now it's going strong. GM specifically was 17 months away from bankruptcy and now it's stocks are soaring and it has already paid back $11.8 billion to tax payers, 5 years ahead of schedule. Of the bank bailouts 66% of it has been paid back already. These averted bankruptcy and saved millions of jobs. Had we have let these industries go bankrupt, unemployment would have rocketed to levels not seen since the last great depression. Now add to that the fact that under His presidency Osama was killed, Gadaffi was killed, Egyptian President Mubarak was overthrown, and the Iraq war was ended. Considering all the problems we face I'd say he's doing pretty well.  SOURCES:   http://money.cnn.com/2010/11/18/news/companies/gm_ipo_akerson/index.htm?iid=EL    http://money.cnn.com/2010/11/18/markets/                                       thebuzz/index.htm     http://abcnews.go.com/WN/ general-motors-repays-81-billion- government-loans/story?id=10437944",1,1
72,"The inevitable demise of the economy was near under the false pretenses of the success of the housing bubble, which was created by the expansion of credit by the Federal Reserve and the Community Reinvestment Act passed by Congress.    I'm not sure how this addresses anything I just said. In fact I'm fairly certain it doesn't; The cause of the 'economic demise' was never in question, but you did just completely side-step my contention. The president drafted up a bill, to improve the employment rate and to provide jobs, congressional Republicans voted that bill down, and yet they continue to use in their rhetoric the fact unemployment is still high as reasons we should disapprove of the President.  Point being you can't blame someone for high unemployment when you personally prevented them from solving the problem, without being the world's biggest hypocrite.   To suggest that the auto industry was on the verge of collapse is a hypothetical   No it's not, it was a mathematical equation. GM had been in continuous decline for over a decade. It was 17 months from bankruptcy and a 46% chance of defaulting within the next 5 years. GM already filed for chapter 11, and was selling off most of it's assets. To deny this is the utmost absurdity.  The Math is here:   http://www.exceluser.com/tools/zscore.htm   Bankruptcy here:   http://en.wikipedia.org/wiki/General_Motors_Chapter_11_reorganization    bankruptcy is vital to capitalism because it disposes of waste.   Yeah, and that waste was millions of employees, without whom would have meant unprecedented levels of unemployment not seen since the great depression, which would have taken almost a decade or more to recover from.   GM didn't pay off the loan. They merely shifted money from the escrow account to the loan.       In an interview with PolitiFact, Lawrence J. White, economist at New York University's Stern School of Business, warned not to make too much of the source of the funding.  ""To me, money is fungible,"" he said. ''At the end of the day, it shows that GM found itself with enough of a surplus to pay back this piece of government support. The escrow was not a new government loan to pay back the old loan.  ""It's a genuine paying back,"" White said. ""It does reduce the federal government's involvement."" Still, he said, ""it sure doesn't wipe clean the slate"" with the U.S. government.   Source:   http://www.politifact.com/truth-o-meter/ statements/2010/apr/27/ed-whitacre/ ceo-says-gm-has-repaid-government-loans-                                        full/    In other words, GM has given back money it doesn't need, with interest. Which is still a good sign.   All of which were created by bad government policy before.   Yeah, like the irresponsible deregulation of the housing and banking markets. When you repeal laws that prevent downright criminal business practices, this can have a detrimental effect. I don't share your faith, the private sector can fail, and history is our proof of this. If you allow multi-million dollar businesses to pilfer people of their savings and their homes, that is exactly what they will do and that is exactly what happened in 2008.",1,1
73,"""God I love idiots sometimes.""   If it wasn't for stupid people there would be no smart people.",1,2
74,"""his economic views are risky at least""   Risks need to be taken in these economically turbulent times.   ""he would simply bring civil unrest to the country""   Simply? How do you know that? It seems likley (to me at least) he'd be more a unifying force, I'd say there are almost as many Democrats willing to vote for him as there are republicans.   ""with the amount of change he would bring""   Ya, cause nobody wants change.   ""he's something new and refreshing to politics,""   There's actually nothing new about most of his policies.   ""but that doesn't mean he's the best choice overall.""   Well, he's the best chioce for the rest of the world, that's for dam sure.",1,2
75,"It's been a while, still as crazy as ever I see.   ""He has treated the president of Israel terrible""   Regardless of how he may or may not have treated the mass murdering war criminal Netanyahu, his policy towards Isreal has been exactly in line with previous presidents, I hear this accusation from crazy right wing nut jobs that Obama is anti-Isreal, it simply isn't true, the US continues to give Isreal the green light to indiscriminantly kill Palestians, kick families out of their homes, steal land that deosn't legally belong to them. etc....etc.   ""His hero is an anti-American racist who hates whites….Rev. Wright""   Wow. Have you ever given a moments consideration in your life to how hard it is for a black man in your country?   ""Then there is his affiliation to communist radicals…many of whom he appointed as Czars in his administration.""   How do you expect people to take you seriously when you sound like an escaped mental patient?  Hey, did you know 90% of all black men are secretly working for the USSR, thats right!!!, they never disbanded, thats what they wanted you to think..(insert maniacally laugh here).   ""He failed to handle the Gulf Oil spill in a timely manner.""   Yes, a Republican candidate would have been all over that, just George Bush after hurricane Katrina, right?   ""them after Glenn Beck calls them out""   Glenn Beck, seriously?   ""Wants total amnesty for illegals.""   Ya, only real americans should have amnesty, like the comanche, the mohican etc.   ""Does not even know basic American geography and thinks there are 57 states.""   Ya, Palin or Bachmann would ave aced that one, them being the upstanding intellectuals that they are.   ""So much for Christ eh?""   Don't worry God will protect you from the destruction of your ccountry.",1,1
76,"Maybe this will be viewed as a hateful comment but it definitely not intended that way, i hope Obama isnt re-elected, i hope some nutball right winger like Palin gets elected cause then the world will be forced to sit and take notice of americas hanus actions, as im sure foreign policy (and atrocities) will only increase under the tenure of some gun toting republican.",1,2
77,yah obama did one thing he said he would... he did change the economy. just not like we wanted him to,1,2
78,i agree lol i hate this stupid character thing,1,2
79,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
80,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
81,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
82,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
83,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
84,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
85,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
86,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
87,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
88,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
89,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
90,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
91,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
92,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
93,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
94,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
95,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
96,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
97,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).",1,2
98,"Really? Republicans have ruined this country? Are you joking or dumb? Abraham Lincoln is hands down the best president we have ever had (Republican). Ronald Reagan (republican) is in the top 3. Just because someone claims to be Republican, Conservative, Democrat, Liberal, Independent, or Green Party does not mean that that is completely true. This country suffers from a major disease called compromise. There have been ""Democratic"" presidents who should have called themselves Conservatives and vise versa. We need a Conservative in office that will not compromise to Congress or anyone else. I was watching the news the other day and obamination (obama) was holding a press conference. During this conference he was blaming George W. Bush for the deficit problems when (yes he messed it up) he has made it 10x worse. It really all boils down to the fact that nobody is perfect and Congress is full of a bunch of (Democratic!!) greedy bastards (pardon the language). They really don't care about how this country SHOULD be, they only care about what they can do to increase their bank accounts.",1,2
99,"Wilson was pretty bad, and so was Buchanan. Carter gives Obama a good run for his money (or should I say other people's money) but I have to say Obama is without a doubt the worst, most spendthrift, most disengaged, incompetent and inept President I've ever seen. An outstanding stump politician, but completely devoid of leadership skills.",1,2
100,"If you're a proponent of fiscal irresponsibility, debt, unemployment and malaise then absolutely yes. Also if your politics tend toward the fascist/communist end of the spectrum, again yes. But if you believe in freedom, and the Constitution, and the God given rights of man and responsibility, then Obama must be thrown out. And I believe he will be.",1,2
101,"I wouldn't say he is the worst. Lincoln and Rosevelt tie for that one.  Although, Obama is a lame baboon with money and is in bed with Putin our enemies.",1,2
102,Spending has actually been cut    Your a moron haven't you heard of his trip to India? What was it 200million dollars a day (with taxe payers money) and how long is he staying there with over 5000 invited guests?   Every nation that has ever passed a Healthcare plan similar to the one Obama passed was happy for it    Don't make me laugh! Greece did the same healthcare plan and their poverty rate bounced up to 30%! When they were under 10% beforehand!   Ended media blackout on war casualties; reporting full information   Yes so we can hate our military more...the one he countrols.  This man is an idiot!   You hear about his answer to when Russia invaded Poland? He said he would take charge of it and consult the UN and have them vote on wheather to action or not. Russia on the UN board and it takes one veto for the UN not to do something. He doesn't even understand the things he supports! He is a hack and a fraud.,1,2
103,"Mk. Well, how about my other points hmmmm? Or is that just his 'pure genius'?",1,2
104,"No, he is a scam. He can't even do things straight and is full of pride. He can't admit that he is wrong when he is.  I also love how he's spent millions on his family vacations. Oh, and the what is it? 40 personal maids the first lady has? What a black bimbo.",1,2
105,"Obama has to destroyed the economy by printing trillions of dollars therefor lowering the value of the US dollar.   If you were in the desert and had one gallon of water, you would highly value it. Now compare; instead of having one gallon you have 1000. Compare the first value of the water with the 1000. Which would you value more?   In other words the first dollar you get your going to use it on something you value the most.  Learn marginal utility broski.",1,2
106,"He only ordered the feds to review things. Not to take action.   Let's see...   Federal support for stem-cell and new biomedical research   More taxes?   New federal funding for science and research labs   More taxes?   Funds for high-speed, broadband Internet access to K-12 schools   More taxes?   New funds for school construction   More taxes?   Visited more countries and met with more world leaders than any president in his first six months in office   So they can circle jerk and talk about how to ruin their countries.   Expanded the SCHIP program to cover health care for 4 million more children   More taxes?  The list goes on and on. I see more money being spent. Not saved.  Read what your going to post before you actually do; analyze it.",1,1
107,"No, his policies are crap.  He ignores that majority of America doesn't want Health Care but he still pushes it through. Ignorant much?  Health Care is another way of  Theft  for the government.  They take your money and give it to someone else and themselves.  Being forced to have insurance or your given a fine on your income? Wow, totalitarianism much?  Six states are performing a law suite against this. It will go through congress and get passed.   IT is unconstitutional to run a bill through that has already been Vetoed!!  That just provides evidence that none of you people give a shit about the foundations of this country.  Health Care is a Gateway for more government control.  If you don't believe that your a fool.",1,2
108,"The rest of your points are too stupid to be worth responding to.   Too Stupid eh? No you just don't want to start an argument with that is because you know you can be proven wrong.  In my post I AM mentioning PARTS of the bill, seems you are the stupid one.  Also, this debate is about Obama becoming president of '12, So I will add this:  Russia invaded Georgia, Obama was asked what his solution would be for that. He said: ""We will have the UN vote on wither to take action or not...""  OK for ONE he is an idiot and I don't want an idiot being the leader of this country.  Why I say he is an idiot? Because he doesn't even know the system he supports, RUSSIA is on the UN board and it takes ONE Veto vote on the board to have something NOT done.  Explanation for this? Or is that just me being 'Stupid'?",1,2
109,"No, his policies are crap.  He ignores that majority of America doesn't want Health Care but he still pushes it through. Ignorant much?  Health Care is another way of  Theft  for the government.  They take your money and give it to someone else and themselves.  Being forced to have insurance or your given a fine on your income? Wow, totalitarianism much?  Six states are performing a law suite against this. It will go through congress and get passed.   IT is unconstitutional to run a bill through that has already been Vetoed!!  That just provides evidence that none of you people give a shit about the foundations of this country.  Health Care is a Gateway for more government control.  If you don't believe that your a fool.",1,2
110,"That's odd. I seem to remember a man named ""Bush""? No? Oh, I'm just going crazy, aren't I?",1,1
