,text,label,ground_truth
10,"A fetus is not a parasite. Its an undeveloped human. No skin cells, hair follicles or any other bunch of cells. A undeveloped human. A woman has eggs for reproduction. These eggs have to be fertilized to create a fetus. If left unchecked as long as the fetus is healthy a human being will be formed inside the womans womb. If a woman doesnt want a child its her responsibility to prevent it from getting started. Women have plenty of ways to prevent unwanted prgnancy. Killing a fetus is wrong. Its a very young human. You can argue details but bottom line is it will one day, if all goes well,become a functioning member of the human race. Terminating this is murder. The question we need to ask is why do we have this problem in our ""advanced"" civilization. Most abortions are from unwanted pregnancy not rapes or medical conditions. Are women not ready for their rights? Mass murder of undeveloped humans because of irresponsibilty. We shouldn't condone this behavior as a womans right. WE should condemn because its a womans responsibility to be a mother when she decides to create a fetus.",0,2
11,Happy to have an option to kill an innocent baby. Enough said about the women the women you know. HAPPY???????????,0,2
12,"abortion should be banned. abortion is like killing a baby. would you do that? if you would then go ahead and abort, but it is still wrong and should be banned.....",0,2
13,but its also wrong to kill a child that doesn`t want to be killed...,0,1
14,..............someday you will regret the last thing you wrote.....,0,2
15,"Absolutely! Except for cases of rape, incest, and when the life of the mother is at stake.",0,2
16,"Give me a few more years and I suspect I'll be 99% pro-life as my opinion continues to evolve the older I get. At this point I believe it should be rare... only in the first trimester and only once... not to be used as a form of birth control. As for rape and incest, I don't know if I will ever believe that abortion shouldn't be allowed in those cases.",0,1
17,I think that stupid teenagers and even older women who decided to have sex when they KNEW they couldn't afford a baby should be restricted from it unless there is a medical problem with the mother.,0,2
18,"It shouldn't be banned, but restricted to ONLY the women who really need it for something like Medical purposes.",0,1
19,"That's funny: she was so keen on 'evicting' when she had someone's dick up inside her C:  Arguments that say ""Cause and Effect don't matter if you don't like it"" are also ludicrous. The very purpose of sex IS to have children. That is fact.  I love how people like using things with no regard for the CONSEQUENCES and as soon as they are faced with the consequences they decide to take the easy way out. It's the same thing with people who abuse alcohol.  You get drunk: The result is a hangover.  That's science.  You CHOSE to get drunk.  You also CHOOSE to risk the hangover.  If you can't handle consequences, then don't act on the cause!",0,2
20,"Actually: I came up with my opinions of Abortion without the help of religion. I researched the topic independently, and tried to learn every angle that I could from BOTH sides. I'm pro-life in the definition of I think that every person should have equal opportunity to live, and that people should give the life as much chance to live as possible.  I think abortions that are NOT based on betterment for the woman or baby's health is wrong.   Why should eliminating someone's chance at life be an option just because it's CONVENIENT for the woman?  I care about all people in general having the chance to life their life to the fullest.  Not what people in the Bible said about it.  And abortion only prevents a child from being a 'bother' to their parents (unless it's for medical reasons). The parents decided to have sex knowing FULL WELL that they had the risk of having a child. But once they are met with the result of sex they want to bail out because they don't want to be inconvenienced with something THEY MADE.  If people are going to choose to do something, they need to take responsibility for their actions.",0,2
21,"1) And yet, half the people here were talking about how it's the woman's choice ONLY. The argument people ALWAYS make are that it's ""the woman's body.""  Interesting.  2) I actually can't agree with this. Rape is more iffy of course, but I don't think the child should have revenge taken out on them for being raped. The father who raped the women should suffer: not the child.  I somewhat understand that point, but I don't think it makes anything right.  I also think incest isn't much of a reason (Unless you're talking about the pedophillia related incest...) unless the women is AGAIN needing it for medical reasons. But consensual incest shouldn't equal death.  I don't condone incest, but it's a lesser evil to other things.  3) I can understand it if the baby has a deformity that WILL actually hurt them in the future.   5) the others; not much to argue I guess.",0,2
22,"They can have sex, but they must be prepared to deal with the result of it. Since when was sex the only thing that kept together a marriage? The purpose of marriage is to start a family, which includes supporting each other in BOTH good times and BAD. If you aren't trying to start a family then GTFO :)  A childless couple isn't acting irresponsibly if they are prepared to take responsibility if they have sex.",0,2
23,Abortion in general is wrong in the sense of life being erased. It may be less so if it's for a valid reason like health. But I think that abortions made for more reasons than that is the result of selfishness usually...,0,2
24,"Abortion:  When life becomes subjective, and a killing an option.   Since when is it acceptable for people say that because it's not 'quite human' we can just do whatever the heck we want with it?  The logic of something needing to PROVE that it has a right to live is just sick. Why is it that we get to define when it's okay to exterminate something?  Why is it okay to kill an unborn child, period? It might be understandable in some situations, but it doesn't make the choice RIGHT.  I LOVE how a person can go to jail for killing their household pets, but then it's suddenly perfectly okay to kill an unborn child because it hasn't met someone's standards of ""It deserves to livee~""  I can support a person's decision on the matter when it is completely necessary, but all the people who think abortion is all right and good is just sick :/",0,2
25,"""I have simply seen no argument that comes close to proper justification for the taking the life of a innocent human being.""  So a thirteen year old girl gets raped, and you're saying that the govenrment have the right to force that girl to keep her unwanted baby? I would imagine the girl would never really bond with her baby, and the child would have to grow up knowing of its conception and live with the knowledge that it was not wanted. Surely that is justification enough? That is not a life anyone would want, and surely aborting that baby in its early stages of development would be the better thing to do.  Also, think of the number of children that would end up in care if abortion was banned. There are enough of them already, the banning of abortion would most definately increase this number, and the more children in care, the lower the quality would become. Where would they get the money to look after so many children? Our taxes? It would get rediculous, and there would be a lot of children out there wishing they had never been born.  I do realise that there are problems with abortion, for example, the amount of people who have unsafe sex because they know they can either take the morning after pill or have an abortion is rediculous. But, I'd like to know that if the contraception i was using didn't work and I fell pregnant through no fault of my own, I would be very happy that I have the option to have an abortion.  Also, when do you begin to class a fetus as a human? I personally would not think of it as a human untill about 12 weeks. It doesnt even enter the fetal stage untill the 11th week, surely abortion before this stage is not inhumane?  If there was a contraception out there that was 100% effective, then this would be a more valid arguement. I'm young, and have dreams and aspirations that I could never fulfill if I became pregnant. If contraception can't garrentee that i won't get pregnant, I definately want the choice to have an abortion if i needed one.  You're view seems to be very black and white, and you seem to dismiss the huge grey area that exists. Abortion exists for a reason and should not be banned",0,2
26,"Let me clarify my position, since I misstated it. The first question that needs to be asked is "" what kind of life is it?"" If it is a human life then no reason for abortion is adequate. Therefore no further questions are needed.  I find it rather disturbing that we want to have sex without commitments so badly that we are willing to kill the result of that sexual union.  But isn't that just like human nature, everything is just fine until something conflicts with what we want and stands between us and what we desire. Then laws get broke, peace treaties ignored, property taken and people killed. But the most heinous crime is when we make laws to exonerate ourselves. When we call evil, good. We may be guiltless before the law but that doesn't mean we are not without real quilt. But praise be to God that He has provided a solution to the two greatest problems man faces, guilt and death. With God there is forgiveness, but not without great cost.",0,2
27,"I say they should, but it depends. If the woman got raped or a mother could die, I could see some instances where they should not be banned. But basically everything else to me should be banned. So, due to majority, I will say it should be banned :). The term abstinence has apparently become extinct these days...",0,2
28,Why should the woman carry out the child for a crime in which she was a victim and for a child she did not want to have? It could go both ways. Leave it up to the woman to decide.,0,2
29,"You are assuming from a Christian article that everyone in the world must believe in Christianity, which can't happen because God gave man free will. Of course it is not morally right if you are a Christian, but not everyone is a Christian and you have to respect their rights as well. Did not Jesus command, 'love your neighbor as yourself'? Your neighbor could be a Christian, atheist, wiccan, whatever, could they not? It is not up to you to judge someone, leave that to God. No matter what you do or say, people will continue to have abortions in the world. It is an unfortunate fact of life, similar to war, similar to racism, similar to obesity. You see them committing a sin and loudly call them out, but you are being hypocritical because you also sin. You are saying that you are perfect and never sin, which, unless you are Jesus coming back down again, is impossible. I am a Christian as well, but I realize that it is wrong to judge and criticize someone for sinning when I do the same thing as well, albeit a different type. Like I said earlier, leave the judging to God.",0,2
30,"No, you are way out in left field. Stop the red herrings and keep it to the topic. What does Hitler have to do with abortions? As I said earlier, one of two commandments to adhere to as a Christian (that Jesus said himself in the gospels) is to love your neighbor as yourself. Let me ask you, what did Jesus believe about abortions, since you feel that my interpretation is not right? What is the view of right and wrong according to Jesus of Nazareth?  You stand by and watch people kill each other during war. What kind of love is this? Yes, you can do something concerning abortions. Judging them as a murderer however does not encompass this. That is the main point of my argument. I am saying you cannot judge someone to be murderer and that they are automatically going to hell because they have an abortion.  What do you mean by 'judging what I wrote'? Judging to me is calling a male gay because he wears pink, calling a person retarded because they fail a grade in school, and calling a person hell-bound who has an abortion. Apparently you did not read the last part of my statement concerning sin. Also, I need to know what your definition of judging is, since you disagree with mine.",0,2
31,"Hitler was a murderer for having abortions? Like I said, keep it to the topic.   Hmm, lets see...You dispute me, I ask for evidence as to why you dispute me, you come up with ""go check the Bible."" I'm still waiting for the evidence. I ask two simple questions. What did Jesus say about abortions? What is right and wrong according to Jesus? I mean, if you want to cop out and not answer them, you shouldn't keep the debate going, since you were the one who disputed me.  We are all lawbreakers. So how should one type of sin get emphasized over the other? God looks at every sin the same way, except for blasphemy against HS. A person who commits a murder commits the same sin in the eyes of God as someone who lies. Why are you trying to deny it? You have no right to tell someone that their sin is worse than yours, because you are not God, and God does not judge sins that way except for one, blasphemy against HS. ""Go get your Bible"" if you think I am wrong.   I can't keep arguing with you if you continue to take the debate off topic. We are talking specifically about whether you should judge someone as a murderer and hell-bound if they have an abortion. I have said this throughout my past statements, yet you want to keep diverting the topic to something you feel comfortable with. I put my first statement under the 'abortions should be banned' view for a reason. The question is not about what is being killed in an abortion. Obviously it is a human being imo. Again, stop cop-ing out and keep it to the topic. Should you judge someone as a murderer and hell-bound if they have an abortion?",0,2
32,"infer (v)- to derive by reasoning; conclude or judge from premises or evidence  -----  I have stated in my previous arguments that you should not judge someone as a murderer and hell-bound if they have an abortion, and you disputed my argument. Therefore, I can infer that you are against what I have said.  ----  I can see now that we have been arguing two different questions. The question is not about whether abortions should be banned or not. I already answered that they should, with there being exceptions for special circumstances. One of those special circumstances I mentioned was rape, and you disputed me on that circumstance. That does not mean that I am against abortions being banned; I would like for that to happen. I think you got mixed up when I said that and inferred wrongly.   -----  Practically all Christians are against abortions, because it goes against what the Bible says. I am against them too, however I do not believe it is right to judge someone in a negative manner if they do have an abortion. The same goes for gays as well concerning harassment. You shouldn't judge someone, period. When you judge someone, it eventually leads to hate, and God will not forgive you if you do not forgive you neighbor for what they have done. People make bad decisions every day. Their (people having abortions) sin should not be ridiculed upon or emphasized as one of the worst sins, because we also commit sin, and God looks at every sin the same way, except for the one I mentioned in my previous statement. You should tell them that what they are doing is sinful and pray for them, but I don't believe you should harass them and look down upon them for what they have done.  -----  I am inferring that you are a Christian, although I may be wrong. Could you specify what religion you follow? I am a nondenominational evangelical.  -----  I get what you are saying with Romans 1:18-25, but what you fail to realize is that although a person has an abortion, that does not mean that they cannot be forgiven of it and become Christians later on. The only sin in which you cannot be forgiven is blasphemy against the HS (Mark 3:29). You should not degrade them for what they have done, but encourage them to turn to God so that He can forgive them of their past wrongdoings.   -----   How very judgmental of you.   You took it out of context. Read the entire paragraph and you will see my response. I also put in in bold in response to your other statement.  -----   Anyway, since your not to familiar with what scripture teaches.   Wow, and you are calling me judgmental...  -----   note the part were Jesus says you shall not murder. About right and wrong; notice that Jesus quoted the Ten Commandments here.   Jesus condensed them into two commandments for Christians to follow. See Matthew 22:36-40. They revolve around love, not murder.  -----  Hmmm...so let me see here. According to the verses you mentioned, you believe that you must follow the Ten Commandments in order to have eternal life? I want to make sure I understand your point of view, because I disagree with it if it is so.     Romans 10:9,10  ""If you confess with your mouth, 'Jesus is Lord,' and believe in your heart that God raised him from the dead, you will be saved. For it is with your heart that you believe and are justified, and it is with your mouth that you confess and are saved.""  Ephesians 2:8,9:  ""For it is by grace you have been saved, through faith--and this not from youselves, it is the gift of God-- not by works , so that no one can boast. For we are God's workmanship, created in Christ Jesus to do good works, which God prepared in advance for us to do""  I can't go on until I know which religion you follow, but it is clear from these two verses that if you are a Christian, you are saved by faith in God, not by obeying the Ten Commandments. Paul touches on this in his letters. I don't have the time right now to look them all up, but I will list them later on if you would like me to.",0,2
33,"No, as a Christian, I believe the morality that God gave and still gives applies to everyone of every race, regardless of religion. There is no such thing as another religion, for they are committing idolatry. Either you interpreted my statement wrongly or I misspoke. I don't believe morals are relative to peoples of a certain religion or a certain culture. If I did, I wouldn't be a Christian because I would be contradicting myself and my beliefs.   I think it is important that we go over the verses in question and see the meaning behind it.  Matthew 7:1-5  ""Stop judging others and you will not be judged. For others will treat you as you treat them. Whatever measure you use in judging others, it will be used to measure how you are judged. And why worry about a speck in your friend's eye when you have a log in your own? How can you think of saying, 'let me help you get rid of that speck in your eye,' when you can't see past the log in your own eye? Hypocrite! First get rid of the log from your own eye; then perhaps you will see well enough to deal with the speck in your friend's eye.""  My interpretation of these verses are that Jesus is warning you from judging someone else for their sin when you sin even worse, in other words being hypocritical. Now, as a Christian, it is your duty in Matthew 18:15-17 to kindly confront the person about what they have done, with the goal being to bring repentance in that person (James 5:20). You could also look at 2 Timothy 4:2, where it says that you should kindly correct, rebuke, and encourage with good teaching. You see what I am saying? You are not to judge someone, but to rather point out the truth to them so that James 5:20 can occur. To kindly come up to someone and tell them that what they are doing is wrong for the purpose of bringing them closer to Christ is not the same as pronouncing judgment upon someone. We are to judge the  sin  as murder, and always with the goal of helping the  person  see that Jesus is a solution for the consequences of sin. Now, if I go up to someone who commits an abortion and yell at them that they are going to hell for being a murderer, what does that solve? It doesn't solve anything. This is the kind of hypocritical judgment Jesus was talking about in Matthew 7.   On the other hand, if you kindly go up to the person, show them where they made the mistake, tell them that they can be forgiven of it with the blood of Jesus Christ, and send them on their way, you plant the seed in them in which they can hopefully come to Jesus. Of course, it is up to them to decide, but by showing them the solution to the problem, you have a much greater chance of that person coming to grips with what they have done, and then turning to Jesus and becoming saved.",0,1
34,"There is a difference between refuting and ignoring. I addressed every point you made and didn't keep bringing up topics that were irrelevant to the debate, such as Hitler.   Abortion for Rape Victims?  By Gregory Koukl   You are assuming from a Christian article that everyone in the world must believe in Christianity,  which can't happen because God gave man free will.    So what Hitler did was good because he thought it was.    What does Hitler have to do with abortions?    To be a follower of Him means to hold the same worldview has he does.    As I said earlier, one of two commandments to adhere to as a Christian (that Jesus said himself in the gospels) is to love your neighbor as yourself.    We are all lawbreakers and apart from the grace of God    We are all lawbreakers.",0,2
35,"Prev, show me how this has to deal directly with abortions being banned and I will answer it. I think you meant Afghanistan now anyways, we are pulling out of Iraq.",0,2
36,"To sum up your argument:  Pro-lifers are hypocrites because they oppose the killing of babies from abortions while approving of the killing of babies during war.  I understand your viewpoint, but I disagree with it. I don't approve of war at all, and I am pro-life for the most part. There are other people just like me as well, but you said many, so you are pretty much correct in your reasoning.",0,2
37,That is not even the argument. We are debating abortion not the war in iraq.,0,2
38,"But who is going to choose for the unborn child? Like I said was premature, if my parents had chosen to abort me then I would never had the chance to call out my ideas, have you ever thought of that?",0,2
39,For one thing people are forced to do things all the time and i suggest you watch an abortion. Did you know that they just vacume it out like a dust bunny as it is screaming and its limbs are being torn off? Take that into acount next time you think about that.,0,2
40,Who says the kid will turn into a gangster? Just saying. I think that when a parent considers abortion they should take into acount the voice that is being silanced.,0,2
41,"Hey girl you have just lost the argument, there is not evidence, no perswation in your ""article"". all you did was attack another person's ethos. I feel sorry that you have had so many abortions. Perhaps its time to switch your birth control.",0,2
42,"Um...in case you did not figure it out... I am a girl, and a girl who knows the developement of a child. If you do not want the child give it up for adoption, there is no reason to kill it.",0,2
43,"Hi, I am a eighteen year old senior who was born two and a half months premature, a time when abortion's have been done. My mother and I were both in extream danger of dieing, my parents could have said, take it out and get my wife/myself out of danger then I would not be here today and plenty of children will never have a voice.   If a mother or a couple does not want a child there is always the option of putting the child up for adoption, at least it will have a chance at life and a loveing family.",0,2
44,"Sorry for not saying anything until now, but that means a lot to me. It is about how we see a child before it is born and it seems that so many people do not think of who will be.",0,2
45,"Hmmm if you were a baby and were going to be born and you were aborted, you probably would care.   We wouldn't care. We couldn't.  As a fetus the natural drive humans have for survival really isn't there. The mental capacity just wouldn't exist to care.",0,1
46,Mate ... stop.  These moments may be life changing for  you .   None of these things change what a desperate woman is willing to do to get that fetus out of her stomach.  And to me having one unaware parasite not get a  chance at life  is better than an unaware parasite and an aware human being  both  ending up in some form of dumpster.,0,1
47,"Depends on how far along the child is, if the pregnancy is not past the first trimester then no it is not taking a life.   For it has nothing to be innocent of, it has not yet lived to experience things that would make it innocent or guilty which are both conscious thought processes that a baby does not possess especially as a fetus.   A fetus is a parasite, living off of the host until the pregnancy has been full filled and the baby has been birthed. Only then would it be the taking of an innocent life.",0,1
48,"Every sperm is sacred, every sperm is graced;  If a sperm is wasted, God gets quite irate.  Let the heathens spill theirs on the dusty ground --  God shall make them pay for each sperm that can't be found.  Every sperm is wanted; every sperm is good.  Every sperm is needed in your neighborhood!  Hindus, Taoists, Mormons, just spill theirs anywhere,  But God loves those who treat their semen with more care.  Every sperm is sacred! Every sperm is great!  If a sperm is wasted, God gets quite irate!   -- Monty Python",0,1
49,"If it can't think, feel, see, hear, or remember; can't survive without complete and total dependence on the biology of another being; and doesn't look particularly like people -- what exactly is it that makes this a ""human""?",0,1
50,"I've seen ""Silent Scream"" four times already; I was convent-schooled and thus unsurprisingly I've been shown lots of graphically disgusting abortion pictures. And y'know what? I'm still not remotely persuaded that it is preferable to ruin women's lives or leave them to die in back alleys.  DNA? Your sperm has DNA. Your hair and skin cells have DNA. Your saliva has DNA. Are sperm, hair, skin, and spit also human beings in their own rights?  About ""thinking, feeling, seeing and hearing"" -- you conceded that an fetus slated for abortion is not capable of doing these things in your post above.  ""By your logic . . . if they can't think, feel, see, hear, or remember than by all means, kill em.""  So this new argument that ""Silent Scream"" contradicts your earlier premise that the fetus does NOT ""think, feel, see, or hear"" is simply logically inconsistent.",0,1
51,"But you posited the ""can't think, see, feel, etc."" You supplied that and you endorsed it by posting it. Notice how you did that. Can't get out by saying that your characterization was part of a criticism - it was still   your  characterization.  A clump of cells in utero is not a ""child."" That's why medical science has words like ""zygote"" and ""blastula"" and ""embryo"" and ""fetus.""  If you are asking for my personal opinion on abortion, which you seem to be, it is that abortion is a highly imperfect solution to a very real problem; but that until we have developed and agreed as a society to disseminate a completely 100% effective, safe, and pragmatic method of birth control complete with age-appropriate sex education AND eliminated rape and abuse or coercion of children, then the societal costs of limiting abortion access much further than it already is (and it IS limited; states can regulate it after the first trimester and can ban it completely once the fetus reaches viability, and can also determine which procedures will and will not be permitted) are simply too great. Rather than banning it, we need to be working towards making abortion pretty much unneccesary. This is much harder to do than simply banning it, but does have the advantage of actually solving the problems posed both by allowing and by prohibiting abortion rather than just ignoring them.",0,1
52,"""I don’t care to debate""   Then  STFU!!!  What the hell are you even doing on a site titled ""create debate"" then?  ....................................... ........................",0,1
53,"Criminal? LOL, I was invited to intern with the prosecutor's office.   And FYI, falsely alleging in print that someone is a criminal is called ""libel"" -- or if you want to be technical, ""the  tort  of civil libel,"" meaning that I now have a cause of action to sue you if I like. (Ain't screenshots grand?) Congrats --  you  just crossed the line between what is merely rude and childish, and what is actually forbidden by law!  Please, by all means, go on making an ass of yourself. It's funny and it totally discredits your position so in effect I win twice . . .  :D  lolololololol",0,1
54,"Taking the life of another person   . . . is not what happens in an abortion, because a fetus is not a ""person.""   Roe  didn't strip any class of ""people"" of rights, because a fetus is not a person.  Nothing about the abortion right is unconstitutional, because (get ready for it): a fetus is not a person.   Never  in the history of U.S. law has a fetus been a ""person,"" and a fetus is not a ""person"" under the law of the EU either.  Are you getting the part where you went wrong yet?",0,1
55,"Your argument fails in that a human who has been born, whether freed or enslaved, is a life in being -- i.e., someone who is an autonomous life fully developed to the point of not being physiologically dependent on another being for basic bodily functions. We recognize that autonomous, born human beings share certain basic rights. These rights do not extend to clumps of cells which are wholly dependent on another living being for their existence. Therefore your analogy does not actually equate at all.",0,1
56,"Your argument is specious. The sick and handicapped are not at issue. People with cancer are not at issue. None of them have hooked themselves up to the bodies of autonomous adults whose physiological functions are then used to regulate their own.  And of course, the first one to make an overblown comparison between the issue at hand and Nazism is inevitably the loser in any given debate.",0,1
57,"Jews, slaves, etc. are all beings in their own right, not dependent on the womb of another. So no, your argument does not hold up.",0,1
58,"Old age? How's that work? No ""human being"" is going to be dependent on the womb of another for more than about 10 months. Once it's out of the womb, it is by definition no longer dependent on said womb for survival.  The standard is flexible, not arbitrary. It is flexible to a certain defined degree (as it should be) and that degree should, to my thinking, correspond to the level of prenatal physiological development. In other words, rights vest as the being grows and matures.",0,1
59,"All of us were once a fetus.    Agree.   That is a child.   Disagree: unsupported leap in logic. The organism passes through varied stages of development between ""fertilized egg"" and ""child.""   Obviously, none of you chose to watch the posted video   Incorrect assertion. Watched it, multiple times, not in favor of outlawing abortion.   We are challenging the law. This is also our constitutional right.   Yup, that's your right, but since SCOTUS has already rejected ""it's a person it's a child"" not just once but many times, continuing to just assert ""it's a person it's a child"" while citing to a video from 25 years ago is probably not a very strong argument with which to challenge the law.",0,1
60,"Yes, all innocent life.   So -- vegetarian, then?  ....................................... ..................",0,1
61,"You can't get pregnant or contract an STD if your not having sex outside of marriage.   Well, that's totally goofy and wrong. Married women get pregnant all the time. (Oh and here's a total shocker: not all married women  want  to get pregnant.) And of course if your spouse has an STD and you have sex with your spouse, you can catch it.  Nor does abstinence ""provide 100% protection against STDs and pregnancy,"" since rape and child molestation do happen.  And finally, there are a great many ""questions when it comes to abortion"" -- including the safety and wellbeing of the woman, the privacy of family decisions, the right to bodily autonomy, the state's interest in the life and health of its citizens, the relative value that should be placed on the life of the developing being, and the stage of development at which such value should attach or be assessed -- just to name a few off the cuff.",0,1
62,"Not if you get raped, no.  ....................................... ......",0,1
63,You are wrong. Science has proven that life begins at conception .,0,2
64,Abortion is murder. Everyone has the right to live .,0,1
65,I am prolife. I believe that everyone has the right to live unless they are endangering someone else.,0,2
66,I am prochoice when the mother's life is in danger and the baby is to young to survive.,0,1
67,I am sorry for your loss. Are you okay ?,0,2
68,I am only prochoice about abortion when the mother's life is in danger and the baby is too young to survive.,0,2
69,Only for women who's lives are in danger and the baby is too young to survive.,0,1
70,You are wrong. You are not prolife if you think that abortion should be legal for any reason other than to save the mother's life.,0,2
71,Abortion should only be legal if the mother's life is in danger and the baby is too young to survive.,0,2
72,Putting more children up for adoption when there are already hundreds of thousands of children waiting to be adopted is ridiculous if you really think about it. Most of these children are put into foster care where they spend part of their lives with 6 or 7 other kids being miserable because they are being moved around 15 or 16 times in a year. We have all heard about how traumatizing foster care can be for a lot of children who end up having a lot of mental issues and distress when they are older. Yeah you may be keeping a child a live but when you think about what they have to go through as children in the system is it really worth it? And not to mention if they do get adopted young and find out when they are older it is going to be extremely hard for them. When people get abortions the baby cant process it or know!! What is the baby going to miss or know if they are never born nothing. Its not like they are going to be born to another family and say oh yeah i had a mother once but she got rid of me before i was born.,0,1
