,text,label,ground_truth
24,"Yeah I guess.  As I said there is no point in using up tax money on a ""Drug War"" that will never end.  The only thing that will happen if they legalize it is that it will get more users.  I believe it  could  effect our economy.",0,1
25,"I'm only saying yes because, the US government has wasted enough fighting a pointless ""drug war"".  There will ALWAYS be drugs the US cannot eliminate all drugs from it's boundaries it's impossible.",0,1
26,oh and i smoke alot and thers nothing wrong with me i have really good grades and am in advanced classes so ye aweed rocks,0,1
27,i think marijuana is a good thing to be legal cause they can tax it and it some amazing shi,0,1
28,"The only health danger is the tar, which can be practically eliminated with vaporizers; legalization would open up a larger market for vaporizers, increasing demand, increasing competition and bringing prices down so that the market expands even more. Also as part of the condition for legalization the government can provide tax breaks and such for such companies, to decrease the only serious health risk and to improve the economy.   If the purpose of a law is to give as much freedom to people without allowing those people to neglect or abuse others rights, then what right is being threatened by marijuana usage? So called ""hard drugs"" can lead to many social issues and can actually be directly correlated, and scientifically shown to be part of the cause of right violations. Marijuana has less correlation to such things then the few currently legal drugs. Marijuana is unjustly prohibited.",0,1
29,"Exactly, I was saying her argument was far too simplistic. The same argument could be used to support almost anything.",0,1
30,"So has numerous substances, for example LSD, is the fact or possibility of benefits really a sufficient argument in itself for legalization?    http://www.guardian.co.uk/science/2009/ oct/23/lsd-ecstacy-health-benefits",0,2
31,That was my point .,0,2
32,"Marijuana addicts are to ""food addicts"" as apple pie is to peach pie. with pie being a psychologically addicted person.  Its not the chemical substance people become addicted to.   The majority of the few health concerns with pot are eliminated with vaporizers. .Vaporizers should receive some type of stimulus with cannabis legalization to encourage production of more affordable ones and increased demand for them, this could be payed back by taxation of a larger market, with more producers, distributors, retailers and consumers.",0,1
33,"If we legalized marijuana, it would likely bankrupt the cartels, which are profitable because they are the biggest ""under the table"" distributer. People would have no reason to buy from them when they could grow their own, or buy it cheaply from WalMart. The problem is that people under the influence of marijuana are more likely to commit crimes. If it is legalized, we need to be prepared to dump unlimited capital case appeals and do some executing.",0,1
34,"Common sense does. Have you ever seen people do stupid things while under the influence of marijuana? Things they wouldn't have done otherwise? I have. But for the sake of argument lets say it doesn't cause any harmful mind altering effects (which I'm sure you'll argue next). Do you know of anyone who has been fired for marijuana use? There's a lot of companies that would fire people for that even if it wasn't illegal. When people don't have an income, they get desperate, especially when they want more money for their next fix. Desperate people do desperate (and often illegal) things.",0,2
35,The only reason that no one is ever reported dying from it is because it's impossible to overdose on it. There have been plenty of highway deaths associated with marajuanna use.,0,2
36,"So in other words, you have no idea, but simply think that it would? Your ""common sense"" is based on assumption. And Common sense is often wrong for this reason.   No, I have seen people do stupid things under the influence of marijuana, like attempting to drive a car while blazed out of their minds.   SO???  A lot of companies will fire people for showing up late to work, should that be illegal?   I am only trying to demonstrate a principle, not suggesting we illegalize everything that causes people to lose jobs.   Marijuana is not addictive.   ""According to the 2008 NSDUH, marijuana accounted for 4.2 million of the estimated 7 million Americans dependent on or abusing illicit drugs. In 2008, approximately 15 percent of people entering drug abuse treatment programs reported marijuana as their primary drug of abuse; 61 percent of persons under 15 reported marijuana as their primary drug of abuse, as did 56 percent of those 15 to 19 years old."" -National Institute of Drug Abuse  About 9% of frequent marijuana users will develop a dependency. That's a lot of people if you open it up to the whole nation.   Let me further demonstrate why this statement is idiotic.  Desperate people, will sometimes do desperate (and often illegal) things, such as stealing a car....therefore we should outlaw cars. Following your logic.   That is not at all my logic. if it was, I would have said that we should keep marijuana illegal because people get it illegally. Rather what I am saying is that it is only common sense that it can be a contributor to crime.   Marijuana does not hurt anybody   It most certainly does. There have been many deaths directly linked to marijuana use. Car crashes are a common way in which people under the influence of marijuana harm themselves, and others.",0,2
37,"No. Neither do I think Marijuana should be illegal. I just think that if/when we make it legal, we need to be prepared for the possible ramifications of it.",0,2
38,"I do not support a ban on Alcohol. Nor Do I support a ban on Marijuana. In fact, I have not spent one single moment of my time here saying that it should remain illegal. All I am saying is that it does alter one's state of mind which can lead to crime just as alcohol can, whether it's addictive or not. We need to be prepared for the ramifications of legalizing Marianna if/when it happens.    If Soda was illegal, then drinking Soda would be a contributor to crime. It's only ""contributing to crime"" because it's illegal.   That's not the same logic. Ideally, marijuana use would be legal, driving would be legal, and they would never happen at the same time. But suppose it does, and someone mows down a pedestrian at a crosswalk and gets charged with manslaughter. In that case, marijuana use would be a contributor to the crime, but not illegal in itself, much like alcohol is now.   Legalizing marijuana does not necessitate repealing ""driving under the influence"" laws. Driving while high, would still be illegal, but recreational use in the privacy of one's own home should not be illegal.   I agree. But just like alcohol, people will still use it and drive. Especially if it's made legal. Again, I don't advocate it remaining illegal based on that principal, but we must be ready to deal with more high drivers, because that's probably what will happen.",0,1
39,"Again, common sense. More people would be more likely to use it, and therefore more people would be driving under the influence. There would probably be a lot of other people doing stupid things because of it too, but there's no way to argue either way on this that wouldn't be conjecture since it is a hypothetical situation.",0,1
40,"It seems that all of your arguments apply equally well, if not better, to alcohol. Do you think that alcohol should be illegal?",0,1
41,Comparing marijuana to meth is stupid.,0,1
42,"Yes, legalize it, regulate it and tax the heck out of it. If the tax on cigarettes can be $5.00/pack imagine what we could tax pot for!",0,1
43,"Yes, I feel it could happen...but that is just me. If everyone was enjoying a little weed at the same time, we owuld likey solve world peace and add the the hunger problem around the planet.",0,1
44,"There are many things that are harmful to the body. Smoking cigarettes is harmful to the body and is still legal. As you stated above alcohol is more harmful than smoking marijuana, but it is still legal.",0,1
45,"Okay then. If we were to make everything illegal because it was harmful to us in any way we would be living with next to nothing. Just off the top of my head fast food, junk food, driving, traveling. All of those are potentially dangerous. We shouldn't hold ourselves back because of it. If we taught people safer ways to smoke it then it wouldn't be as harmful.",0,1
46,Marijuana destroys the brain you forgot to mention that part.,0,2
47,"The answer to the question, does marijuana effect the brain? Marijuana does not effect the brain in damage, but it can alter in functions. Marijuana effects the perception of time, distance, and speed. It upsets motor coordination, causing unsteady hands, a change in gait, uncontrolled laughter, and a lag between thought and facial expressions. Sexual functions can also be disturbed. Short-term memory deteriorates. In early stages of the use of marijuana, some users will suffer from nausea, vomiting, and diarrhea. Most users may find that when they are high the whites of their eyes and facial skin become red, and the pupils dilate and become sensitive to light, increase in appetite, and a dryness in the mouth and throat. What all these effects have in common is that they result from changes in the brain's control centers, located deep in the brain. ""Deep brain functions separated from conscious thought processes. The deep relay centers feed information to the controlling mechanisms of the consciousness."" So, when marijuana disturbs functions centered in the deep control centers, disorienting changes in the mind occur (I think that is right). The user's psychomotor coordination becomes impaired. One may suffer or develop illusions and hallucinations, have a difficulty in remembering events which just occurred, slowed thinking and a narrow attention span, ""depersonalization, euphoria or depression, drowsiness or insomnia, difficulty in making accurate self-evaluation, a loss of judgment, and mental and physical lethargy."" 123helpme.com  This make you want to smoke mary? :) cus it certainly doesnt apeal to me.",0,2
48,"The answer to the question, does marijuana effect the brain? Marijuana does not effect the brain in damage, but it can alter in functions. Marijuana effects the perception of time, distance, and speed. It upsets motor coordination, causing unsteady hands, a change in gait, uncontrolled laughter, and a lag between thought and facial expressions. Sexual functions can also be disturbed. Short-term memory deteriorates. In early stages of the use of marijuana, some users will suffer from nausea, vomiting, and diarrhea. Most users may find that when they are high the whites of their eyes and facial skin become red, and the pupils dilate and become sensitive to light, increase in appetite, and a dryness in the mouth and throat. What all these effects have in common is that they result from changes in the brain's control centers, located deep in the brain. ""Deep brain functions separated from conscious thought processes. The deep relay centers feed information to the controlling mechanisms of the consciousness."" So, when marijuana disturbs functions centered in the deep control centers, disorienting changes in the mind occur (I think that is right). The user's psychomotor coordination becomes impaired. One may suffer or develop illusions and hallucinations, have a difficulty in remembering events which just occurred, slowed thinking and a narrow attention span, ""depersonalization, euphoria or depression, drowsiness or insomnia, difficulty in making accurate self-evaluation, a loss of judgment, and mental and physical lethargy."" 123helpme.com  This make you want to smoke mary? :) cus it certainly doesnt apeal to me.",0,2
49,"Marijuana destroys the brain you forgot to mention that part.     You may want to check your facts:   http://www.webmd.com/mental-health/news/                                       20030701/ heavy-marijuana-use-doesnt-damage-brain    Also, I noted a possible study which may have gave you your impression:   http://www.sciencedaily.com/releases/ 2009/02/090202175105.htm    I find it suspicious because of the small sample size (14 people) and the influence of alcohol on 5 of them.",0,1
50,This make you want to smoke mary? :) cus it certainly doesnt apeal to me.   Then don't smoke it. However it is critically different from claiming that lasting brain damage occurs.,0,1
51,"Everyone has different body chemistry.   Example, there was once a man who lived to the age of 115 off of nothing in his last 20 years but raw pork and gallons of red wine.   Another example: Some people under the influence of marijuana have increased motor control, increased focus, increased efficiency in memory, etc; and some people experience these things WITHOUT experiencing anything bad either.   Inevitable point: If you don't like the health risk of Mary Jane, don't smoke it. But when you jail hundreds, maybe thousands, of people a year for smoking a drug that is harmless in comparison to alcohol and tobacco, then your laws have a serious problem.   Illegal marijuana is as inefficient as Prohibition. The difference is that the punishment is worse, and the drug is far less dangerous.   I would argue that marijuana should be illegal as long as all other drugs are illegal, but then again, marijuana has actually treated people with anorexia and helped other people with loss of appetite. What does alcohol do that helps when you ingest it? Nothing. It helps when you swab it on an open wound, but then again, why ingest such a thing? A thing so rancid it kills bacteria automatically?   The answer is that people just do. Prohibition proved that people always will, no matter what any government tries to do. Instead of jailing people, it should be legal, and taxed, and controlled by the government so that it doesn't somehow contribute to killing people.  Then maybe one day, the government will be able to stop tobacco and alcohol companies from killing people to.",0,1
52,"' Marijuana is not a drug, it's a plant that has side-effects when you set it on fire and sniff the smoke. ' - Katt Williams, Super Pimp.  The point of that quote is that Mary Jane really isn't a drug as we would categorize it. In fact, it's more a food then a drug. A drug is a substance, usually man made at the end of the processing, which is not intended for dietary consumption.  Marijuana gets you high  just  if you smoke it from the plant stage. You don't have to add a bunch of chemicals and shit like with all other 'drugs' suchs as cigarettes and meth.   And with said, marijuana is also not addictive, unlike other drugs.  Marijuana is mentally addicted, yes... but so is  ice cream . Do make ice cream illegal for all the fat people it's created? No.  Mary Jane should be legal. Cigarettes and alcohol should be banned.  Did you know it's impossible to overdose on Cannibis? It is biologically  impossible  to overdose on it. You'd have to smoke or eat so much of it that your stomach would explode or you'd suffocate before it could overdose you.  I think I've said enough.",0,1
53,"Marijuana is  much  less harmful than alcohol and tobacco. Studies have shown that marijuana increases concentration and creativity, probably because it stimulates both sides of the brain. Not to mention, were marijuana legal, it's estimated that the U.S. would save around $11 billion a year (I'm not sure if the money we would save by not arresting otherwise harmless marijuana users factors into this, but it's still quite a bit of money). It would create more job necessity and availability. And I've never heard of using marijuana making anyone aggressive, so they couldn't use that as an excuse for demonizing it. :)",0,1
54,"Use facts to back up your argument, not useless speculation. ""According to a federal Institute of Medicine study in 1999, fewer than 10 percent of those who try marijuana ever meet the clinical criteria for dependence, while 32% of tobacco users and 15% of alcohol users do"" (http://www.drugpolicy.org/facts/ drug-facts/marijuana-facts).  So if you got ""addicted"" to marijuana, it's because you're a wimp looking for attention. ""A study at the University of Saskatchewan in Canada proves that marijuana actually stimulates brain cell growth"" (http://www.sciencedaily.com/releases/ 2005/10/051016083817.htm).  Again, marijuana ENHANCES both sides of the brain ""by stimulating the sympathetic nervous system"" (http://deanna-roddy.suite101.com/ the-pros-and-cons-of-marijuana-use-is-i t-a-safer-alternative-a241045).  Furthermore, a study conducted in America (http://beforeitsnews. com/story/1530/375/ Study:_Smoking_Marijuana_Improves_ Driving_Skills.html)  showed ""the use of medical marijuana has caused traffic related fatalities to fall by nearly nine percent in states that have legalized medical marijuana."" So get your facts straight before you talk shit. :)",0,1
55,But you also have to consider that continuous usage of LSD can cause severe mental illnesses in people. There hasn't ever been a case of this happening from using marijuana.,0,1
56,"I'm not sure what you mean. You said the health benefits weren't enough to justify legalization and gave LSD as an example. What I meant was LSD may have some health benefits, but it also causes mental disturbances and marijuana doesn't. So the two substances can't really be compared.",0,1
57,"The war on drugs is as useless and money-consuming as the war on terror, simply because you will NEVER eliminate either of the two. There will always be drugs and there will always be terrorists. I'm all for legalizing weed. Not only would it be better for the economy, but look at Amsterdam - weed is legal over there and you never hear anything out of them. They've been onto something for a long time now. :)",0,1
58,"marijuance creates LACK of concentration, not an increase of concentration!   Marijuana is addicting, no matter what you say. If made legal, it will become a competitive market just like any other thing. (At least for those who don't grow it). That would mean there would still be [illegal] sellers, as they would be breeding more powerful strains to get more powerful amount of THC levels.   The more powerful it is the more addicting. Substance abuse is a health problem. We already have a huge health-care industry centered around alcohol/drug abuse. You want to add to the list?   The Tobacco Companies wait in anticipation so they can start packaging and selling to more idiots. That's right--I'm talking marijuana. No doubt they pay for studies to try to prove that marijuana is ""harmless"". They see big dollar signs, just like with tobacco.  The FDA would have to get involved to ""put a limit"" on ""acceptable"" drug levels. They would also have to enforce these rules, And just like with alcohol, they have to watch for ""bootleg"" sellers who try to sell dangerous products. Everyone will (still) want their piece of the pie.  Once legal and commercilized, competition will be fierce so at first the price will be low, but just like with gas, they will slowly squeeze you dry.",0,2
59,"if it's legal it means there will be more of it, more people smoking it, and more problems associated with it. It's been proven that marijuana affects short-term memory and motor skills, and gets stored in the fatty tissue for up to 10 days or longer.  Children can already get it but if it's legal they will get even more of it. There will be no control of it because it can be grown.  Therefore it can't be taxed.  Using the ""medicinal value"" isn't a good excuse because they can isolate the medicinal value of the plant from the mind-altering part.  Being illegal has been somewhat of a deterrant but if we take off the deterrant more people will be stoned more often. (take abortion for example). More of it around equals more children ggetting ahold of it. Is this what you want?  More people getting stoned more often means the chance of them coming to work high. This creates a safety issue for EVERYONE, including the quality of any products that come from that company. Do you want to be driving a car put together by a stoner?  If you own a business would you hire someone who is a daily pot smoker? Your insurance company would dump you quick if that's the case. That's why they implement drug screening at the work place. The insurance companies are behind it.  If you want to smoke pot don't expect to keep your job. Even if it's legal.  They can even take your kids away for it. Divorces can get messy ya know.",0,2
60,"They aren't really locking people up for possession of a small amount anymore. Those people may go to jail if they are driving under the influence, but they aren't usually kept in jail. Most people get fines.  They usually only incarcerate the dealers, and sometimes not even the small time dealers do much time. They're after the bigger guys.   The prisons are full, and possession of marijuana ranks at the low end of the scale for jail time.   Why add another drug to the list of legal ones that can screw you up?   Why don't we just do like Mexico? You can get anything you want on a street-corner ""pharmacia"".",0,2
61,"sorry how understand this ""it is better for you than cigarettes.."" It was not and will not be better than cigarettes and alcohol. it is enough that we breathe. Legalization is the easiest way to solve the problem, not the case. I assure you. I had long been prohibited and smoking and everything else that poisons our lives. And life is difficult without the marijuana. Can not we just enjoy life without all these... and about God ... God only wants us all check and, in general, he created and did not say for what ....",0,2
62,About uninformed I am not exactly agree. Around the world   everybody knows about disaster. I think it was mistake to legalize an alcohol in the beginning. And what is the result? We can see only how young people are in disaster and how they lose their life potential. Just I am afraid to imagine if people will able to use marijuana. Maybe it will be better legolize everything ...We must think about future but with legalizing our future will be void....unfortunately,0,2
63,"yes it should be legal. why should alcohol be legal at 21 when alcohol CHANGES the person one is and alters views. one cannot function to the full ability while drunk. on the other hand when a person is high, the only thing that changes is ones eyes and maybe the mood of a person. but NEVER negativitily. and if pot can become legal, it will be taxed, causing more profit to the economy. why should tobacco be legal when it is grown from the earth like weed, but is altered and has POISIONIOUS chemicals put in it. when marijuana is grown and is not altered at all and is smoked and ingested. End of story, the only negative to pot is the fact that you are inhaling it, and almost any inhalent does damage. so to wrap things up, any individual whom actually has negative things to say about marijuana are just UNINFORMED so look all this up because it is all correct. & within 5 years gaurenteed, it will be legal.",0,1
64,"to make everything legal would be for the best. making alcohol illegal would raise our countries debt up even higher, and the War on Drugs has raised our debt up to where we can't get rid of it.",0,2
65,"If it's legal it means there will be more of it, more people smoking it   No, it means it will be more available. Looking at Portugal, Holland, or the US alcohol prohibition, I think it's unwise to assume that more people would therefore use it.   Children can already get it but if it's legal they will get even more of it. There will be no control of it because it can be grown. Therefore it can't be taxed.   Same point as above, and there is no control of it now, it can be grown now. It would definitely be taxed highly if it were legal, people can grow their own vegetables but they still buy them + pay tax. Lots and lots of money would be made off of marijuana, billions.   Using the ""medicinal value"" isn't a good excuse because they can isolate the medicinal value of the plant from the mind-altering part.   Not effectively, it's expensive and it's still not as good.   More people getting stoned more often means the chance of them coming to work high.   I could use the same argument against alcohol, or coffee. Workplaces will put policies into place to stop it, if it becomes an issue.   If you own a business would you hire someone who is a daily pot smoker?   No one's forcing you too. But there are thousands of people who smoke weed everyday, and still work well on the job, I don't see it as becoming a major issue.",0,1
66,"The question's not 'will the US ...' because we all know such a turnaround in policy won't happen so easily.  Also, out of interest, considering that that weed prices would be determined by Supply/Demand, if demand stays the same, and the cost of supply goes down, then wouldn't the optimum price be at most the same, or less? Supply/Demand does apply to dealers, there's way different costs around the world, so I don't really see any basis for the 'gunna cost so much' argument.",0,2
67,Cannabis has been proven to have health benefits .,0,1
68,Cannabis has been proven to have health benefits .,0,1
69,"Hell to the yes! If I want to use pot, that is my business!",0,1
70,"1. We can spend less taxpayer money on the War On Drugs, and gain revenue from taxation.  2. People would be much less likely to ingest marijuana that is laced with something dangerous if the product was regulated to standards.   3. Job growth by legalizing an already large industry (more taxation revenue).  4. To many, it seems hypocritical to keep marijuana illegal while tobacco and alcohol can be purchased legally.   5. It would be easier to get correct data on numbers and locations of users, to get better data for overall effects of heavy or long-term use, and people would be more likely to seek help if they use too heavily.",0,1
71,"Marijuana, like tobacco, causes cancer as it contains carcinogens.    In the quest to investigate the link between cancer and marijuana, research can be roughly divided into two categories: lab research and investigation of long term users outside of the lab. Yes, as an unfortunate amount of lab animal deaths can attest, cannabis does contain carcinogenic molecules. However, research involving actual users paints a rather different picture.    http://scienceblog.com/10660/ study-finds-no-link-between-marijuana- use-and-lung-cancer/     http://yourlife.usatoday.com/health/ story/2012-01-10/ Marijuana-doesnt-harm-lung-function- study-says/52483604/1    There is some controversy regarding the efficacy of these findings. Because marijuana is illegal, it is difficult to find users to participate in these studies, particularly finding heavy long-term users. It has been argued that if it were legalized, it would be much easier to find participants from a wider range of the population, and the information gathered could prove to be more accurate. Still, working with what we've got, it appears that marijuana use not only does not have anywhere near the effect that cigarette smoking does in terms of carcinogenic properties, it even seems to lower rates of certain types of cancer.    Marijuana is also highly addictive.   Not  highly . It is significantly less addicting than tobacco or alcohol, about on the same level as caffeine, but usually with less severe withdrawal symptoms. Pretty much anything that stimulates the reward centers of the brain will have some addictive qualities among a large enough sampling of users. But marijuana is very low on the totem pole compared to many legal and even non-regulated substances.    http://www.psychologytoday.com/blog/ the-teenage-mind/201012/ is-marijuana-addictive     http://health.ezinemark.com/ the-addictiveness-of-marijuana-or- cannabis-31e84cc7129.html     Studies have also shown that uses of marijuana usually lead to more dangerous drugs such as meth and cocaine.    Studies have also shown that most marijuana users drank alcohol before smoking pot. But alcohol is not considered a gateway drug. Why? Lower incidence of illegal drug use. But lets think about this for a second. As long as marijuana is illegal the people who use it can be classified as ""people who are willing to break at least one law."" Among adults, alcohol drinkers aren't classified that way. Some might be willing to, and those who are may end up using illegal drugs. Others will be totally law abiding, and since that is the majority of them, alcohol does not get considered a gateway drug. The only way to fairly compare the two would be to put them on the same legal standing and do studies at that point. Further, people who buy marijuana illegally have a greater exposure to other illegal drugs than those who don't since many dealers deal in multiple drugs. I suspect that the legal status of marijuana plays more of a role in its status as a gateway drug than any actual medical reason.    If you believe that marijuana does not kill people, try telling that to the relatives of the 30,000 people in Mexico that died due to drug violence.    The War On Drugs is at least partially to blame here. First, the strategy behind the WOD is to increase the cost. But since most drugs, marijuana included, are highly elastic commodities, this doesn't much reduce the demand. Instead it makes for wealthier drug lords, and competition between them leads to violence. The harder we crack down, the worse the situation gets. Also, we would make it less profitable for the drug lords by opening a legal channel of distribution and cultivation. Having marijuana as a legitimate source of retail would seriously reduce the number of people obtaining it illegally. It could also be regulated for quality and purity this way, which is currently not possible.",0,1
72,"Yes. In comparison to those substances which we allow (alcohol and tobacco being the two most obvious) it is really no worse. It is far less potentially addictive than the other two, does not appear to have nearly as many physical ailments associated with it as tobacco or heavy alcohol use, and is much less likely to incite violence than alcohol. Some argue that this marijuana is a gateway drug. They forget that many people who use other drugs also began drinking first. The reason further drug experimentation is more likely to occur with pot use than with alcohol is not because pot ""leads one to search for a better high"" (otherwise we should expect similar results with alcohol, as it is more ""mellow"" than harder drugs) but is almost certainly because one is legal and the other is not. Legalization also increases the amount of information health agencies can get about its use and make it more likely for heavy users to get treatment. And it is simply ludicrous for our already strained prison and court systems to have to process people for possession and distribution of a substance that is roughly equivalent to substances we accept. And arguably the best point: we could stop using taxpayer money to crack down on dealers and instead tax pot sales via liscenced distributors. This is a particularly timely point given our government's deficit.",0,1
73,"I'm against recreational use of those too :) Any drug that is not primarily for medical purposes.  And you can do whatever you want, just as I'm allowed to be against whatever I want.",0,2
74,"Woops. Didn't change the tag. I am for legalization; out of having it illegal and legal, allowing people to smoke it is the less negative option. Pro-legalization, but anti-drug.",0,1
75,"Laws aren't really doing anything to stop cannabis consumption, anyway. If you legalized, you could tax it too. Sure, legalize marijuana. But that's not the problem, is it?  But I am personally against recreational drug use. Why is life so boring that one requires external stimulants? Unless restricted live in a cell forever and the like, it's always possible go something with your life. Society didn't spend all those years on people, raising them, feeding them, just to waste resources.",0,2
76,"Of course. Everyone is entitled to their own preferences, so, why make them illegal?",0,1
77,"I think marijuana should be legalized for various reasons.   First of all, let me make it clear that I currently do not consume marijuana. I used to as a teenager but stopped due to the fact that it is illegal. But I am still in favor of its recreational use because, in my opinion, it is not as dangerous as other already legal substances (tobacco, alcohol). I mean, hey! If these substances are legal, why can't marijuana be as well? It doesn't cause a strong physical addiction like other substances, it doesn't induce violent behavior, it awakens creativity, it's completely natural, etc.   Another point is that I think the legalization of marijuana could put an end to the harmful effects of illegal trafficking. The war between drug cartels and police have caused way too many deaths worldwide. We have already seen the effects of prohibition on alcohol. When prohibition was lifted, there was less violence on the streets due to the fact that the trafficking stopped. Why can't we do the same with the trafficking situation between Mexico and the US?  I also think that the legalization of marijuana would be good for the economy. It would create a new work industry therefore more jobs available to the people. Like tobacco, it could be heavily taxed and provide more money for the Federal Reserve (I'm not sure that is a good thing).  So, there's my argument. Anyone beg to differ?",0,1
78,"Yeah, but what about alcohol and tobacco? It's OK for those substances to be legal? Some people like to use recreational drugs because it gives them a different perspective of things. Sure, it's harmful for their bodies but who are we to say what they can and cannot do to themselves? Personally I'd prefer more stoners around than all the murders that occur because of the illegal trafficking.",0,1
79,"They cannot tax marijuana without additives, and this is the ONLY reason it is illegal. Furthermore, our country hands out legal (prescription) heroin, and amphetamines like candy which cause greater health risks and addiction.",0,1
80,So how do you feel about prescription drugs? Those are legal and have way more harmful side effects- marijuana is illegal because it can't be taxed without additives.,0,1
81,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",0,1
